,aflow_bg,aflow_bg_fit,aflow_sg_orig,aflow_sg_relax,aflow_icsd
3115,,,,,156413.0
3116,,,,,
3117,1.3985,2.79818,12.0,12.0,156481.0
3118,,,,,156705.0
3119,,,,,157450.0
3120,,,,,169034.0
3121,,,,,
3122,,,,,158358.0
3123,,,,,158359.0
3124,,,,,158483.0
3125,,,,,158753.0
3126,,,,,159206.0
3127,,,,,159272.0
3128,,,,,
3129,3.3871,5.47881,216.0,216.0,159401.0
3130,2.3161,4.0351,216.0,216.0,159402.0
3131,,,,,416881.0
3132,,,,,416883.0
3133,,,,,418491.0
3134,,,,,160169.0
3135,,,,,160170.0
3136,,,,,160203.0
3137,,,,,160204.0
3138,,,,,160212.0
3139,4.2022,6.57757,164.0,164.0,160213.0
3140,4.2576,6.652239999999999,164.0,164.0,160214.0
3141,4.2034,6.57918,164.0,164.0,160215.0
3142,,,,,160216.0
3143,,,,,160217.0
3144,,,,,610979.0
3145,,,,,161077.0
3146,,,,,161594.0
3147,,,,,161597.0
3148,,,,,162216.0
3149,1.3674,2.7562599999999997,63.0,63.0,162252.0
3150,1.4142,2.81934,164.0,164.0,162795.0
3151,1.3797,2.77284,194.0,194.0,162797.0
3152,3.5744,5.73129,131.0,131.0,162875.0
3153,,,,,
3154,,,,,420037.0
3155,3.2727,5.3246,194.0,194.0,163951.0
3156,,,,,164054.0
3157,,,,,250297.0
3158,,,,,
3159,,,,,250436.0
3160,,,,,416605.0
3161,,,,,245047.0
3162,,,,,245048.0
3163,,,,,245049.0
3164,,,,,
3165,,,,,416476.0
3166,,,,,416295.0
3167,,,,,416296.0
3168,,,,,249206.0
3169,,,,,245411.0
3170,,,,,416887.0
3171,,,,,416889.0
3172,0.9687,2.21881,194.0,194.0,416890.0
3173,,,,,417135.0
3174,,,,,417136.0
3175,,,,,245624.0
3176,,,,,245722.0
3177,,,,,245770.0
3178,,,,,418474.0
3179,,,,,418475.0
3180,,,,,418476.0
3181,,,,,249620.0
3182,,,,,249621.0
3183,,,,,
3184,,,,,
3185,0.6774,1.82614,12.0,12.0,245998.0
3186,,,,,419381.0
3187,,,,,246109.0
3188,,,,,
3189,,,,,419665.0
3190,,,,,420302.0
3191,,,,,420303.0
3192,,,,,420304.0
3193,,,,,107529.0
3194,,,,,
3195,,,,,240380.0
3196,,,,,240475.0
3197,,,,,416479.0
3198,,,,,416622.0
3199,,,,,240897.0
3200,,,,,240906.0
3201,,,,,
3202,1.992,3.5982199999999995,194.0,194.0,413241.0
3203,,,,,
3204,,,,,
3205,,,,,419345.0
3206,,,,,414556.0
3207,,,,,414557.0
3208,,,,,414558.0
3209,,,,,414563.0
3210,,,,,414564.0
3211,,,,,
3212,,,,,14126.0
3213,,,,,
3214,,,,,
3215,,,,,
3216,,,,,15107.0
3217,,,,,
3218,,,,,
3219,,,,,
3220,,,,,15764.0
3221,,,,,15785.0
3222,,,,,15989.0
3223,3.6477,5.8301,92.0,92.0,
3224,2.8477,4.7517,139.0,139.0,
3225,,,,,957.0
3226,,,,,16338.0
3227,,,,,16353.0
3228,,,,,16388.0
3229,,,,,
3230,,,,,16619.0
3231,,,,,16684.0
3232,0.669,1.8148099999999998,61.0,61.0,16694.0
3233,,,,,
3234,,,,,18103.0
3235,3.8160000000000003,6.05697,36.0,36.0,18204.0
3236,,,,,
3237,,,,,10257.0
3238,,,,,
3239,,,,,
3240,1.7361,3.25326,148.0,148.0,18101.0
3241,,,,,2269.0
3242,,,,,2270.0
3243,,,,,
3244,,,,,9588.0
3245,,,,,
3246,,,,,
3247,,,,,
3248,,,,,
3249,,,,,
3250,,,,,20217.0
3251,,,,,
3252,,,,,
3253,,,,,
3254,,,,,22111.0
3255,,,,,22114.0
3256,,,,,22115.0
3257,,,,,22118.0
3258,,,,,22215.0
3259,,,,,22226.0
3260,,,,,
3261,,,,,23099.0
3262,,,,,23142.0
3263,,,,,
3264,,,,,
3265,,,,,
3266,,,,,
3267,2.6847,4.53198,43.0,43.0,
3268,,,,,23463.0
3269,,,,,23480.0
3270,,,,,1485.0
3271,1.8125,3.35625,176.0,176.0,23672.0
3272,,,,,23875.0
3273,3.4902,5.61779,19.0,19.0,23925.0
3274,,,,,
3275,,,,,1555.0
3276,,,,,
3277,,,,,24374.0
3278,,,,,
3279,,,,,
3280,,,,,
3281,,,,,
3282,,,,,25002.0
3283,,,,,
3284,,,,,
3285,,,,,
3286,,,,,
3287,,,,,
3288,,,,,
3289,,,,,25597.0
3290,,,,,
3291,,,,,25600.0
3292,1.0955,2.38973,82.0,82.0,25646.0
3293,,,,,25662.0
3294,1.0749,2.36197,19.0,19.0,
3295,,,,,
3296,,,,,
3297,,,,,25807.0
3298,,,,,25808.0
3299,,,,,25809.0
3300,,,,,
3301,,,,,
3302,,,,,
3303,,,,,26148.0
3304,0.6859999999999999,1.8377299999999999,31.0,31.0,26150.0
3305,,,,,26165.0
3306,,,,,26166.0
3307,,,,,165212.0
3308,,,,,165216.0
3309,,,,,26266.0
3310,,,,,26340.0
3311,,,,,
3312,,,,,
3313,,,,,26427.0
3314,,,,,
3315,,,,,
3316,,,,,26614.0
3317,,,,,
3318,0.4065,1.46096,194.0,194.0,26886.0
3319,,,,,26887.0
3320,,,,,27007.0
3321,,,,,27121.0
3322,,,,,
3323,,,,,
3324,,,,,27339.0
3325,,,,,27340.0
3326,,,,,27341.0
3327,,,,,27342.0
3328,,,,,
3329,,,,,
3330,,,,,
3331,,,,,
3332,,,,,
3333,,,,,28012.0
3334,,,,,
3335,,,,,28372.0
3336,,,,,28373.0
3337,,,,,28667.0
3338,,,,,28675.0
3339,,,,,28745.0
3340,,,,,28746.0
3341,,,,,28890.0
3342,,,,,28950.0
3343,,,,,28954.0
3344,,,,,29213.0
3345,,,,,29214.0
3346,,,,,
3347,,,,,29514.0
3348,,,,,
3349,,,,,
3350,,,,,
3351,,,,,
3352,,,,,22382.0
3353,,,,,24245.0
3354,,,,,20407.0
3355,,,,,
3356,,,,,28482.0
3357,,,,,30310.0
3358,,,,,30338.0
3359,3.0251,4.99083,121.0,121.0,30405.0
3360,,,,,
3361,,,,,31605.0
3362,,,,,31609.0
3363,,,,,32015.0
3364,,,,,32016.0
3365,,,,,
3366,,,,,
3367,,,,,
3368,1.0113,2.27623,218.0,218.0,
3369,,,,,
3370,,,,,34256.0
3371,,,,,
3372,,,,,
3373,,,,,35042.0
3374,,,,,35043.0
3375,,,,,35084.0
3376,,,,,
3377,,,,,35299.0
3378,,,,,35457.0
3379,,,,,35550.0
3380,,,,,
3381,,,,,
3382,,,,,37173.0
3383,,,,,
3384,0.0,0.0,14.0,14.0,38316.0
3385,,,,,38321.0
3386,0.4786,1.55815,43.0,43.0,38322.0
3387,,,,,38328.0
3388,2.0054,3.61628,227.0,227.0,37420.0
3389,,,,,37423.0
3390,,,,,
3391,,,,,33806.0
3392,3.2551,5.30087,146.0,146.0,33807.0
3393,,,,,33849.0
3394,,,,,
3395,,,,,33885.0
3396,,,,,33887.0
3397,,,,,33891.0
3398,,,,,33893.0
3399,,,,,
3400,,,,,
3401,,,,,39396.0
3402,,,,,
3403,,,,,
3404,,,,,39506.0
3405,,,,,39507.0
3406,,,,,36644.0
3407,,,,,36645.0
3408,,,,,36649.0
3409,,,,,36650.0
3410,,,,,39571.0
3411,,,,,
3412,,,,,
3413,,,,,
3414,,,,,
3415,,,,,
3416,,,,,
3417,,,,,
3418,,,,,
3419,,,,,
3420,,,,,
3421,,,,,
3422,,,,,
3423,,,,,
3424,,,,,30205.0
3425,,,,,
3426,,,,,30998.0
3427,,,,,
3428,,,,,
3429,1.3102,2.67915,167.0,167.0,
3430,,,,,
3431,,,,,
3432,,,,,37271.0
3433,,,,,39118.0
3434,,,,,39119.0
3435,,,,,39123.0
3436,,,,,
3437,,,,,
3438,,,,,
3439,,,,,
3440,,,,,
3441,,,,,
3442,,,,,
3443,,,,,
3444,,,,,
3445,,,,,
3446,,,,,
3447,,,,,
3448,0.8296,2.0313,43.0,43.0,
3449,,,,,
3450,1.1035,2.40052,11.0,11.0,
3451,,,,,60365.0
3452,,,,,
3453,,,,,59179.0
3454,,,,,60783.0
3455,,,,,
3456,,,,,
3457,,,,,
3458,,,,,
3459,,,,,62137.0
3460,,,,,62518.0
3461,,,,,62519.0
3462,1.3893,2.78578,155.0,155.0,62659.0
3463,,,,,
3464,,,,,
3465,,,,,
3466,,,,,
3467,,,,,
3468,2.4026,4.1517,72.0,72.0,63203.0
3469,,,,,63204.0
3470,,,,,
3471,,,,,
3472,,,,,62150.0
3473,,,,,62539.0
3474,,,,,62540.0
3475,,,,,
3476,,,,,
3477,,,,,
3478,,,,,
3479,,,,,
3480,,,,,
3481,,,,,
3482,,,,,40428.0
3483,1.1386,2.4478299999999997,36.0,36.0,40429.0
3484,,,,,40457.0
3485,,,,,
3486,,,,,
3487,,,,,
3488,,,,,40582.0
3489,,,,,40699.0
3490,,,,,40700.0
3491,,,,,
3492,,,,,
3493,,,,,
3494,,,,,
3495,,,,,
3496,,,,,
3497,,,,,
3498,0.0,0.0,70.0,70.0,
3499,,,,,
3500,,,,,
3501,,,,,
3502,0.2554,1.25728,86.0,86.0,
3503,,,,,65181.0
3504,0.8354,2.03912,69.0,69.0,65185.0
3505,,,,,65186.0
3506,,,,,65297.0
3507,,,,,
3508,,,,,
3509,,,,,
3510,,,,,
3511,,,,,
3512,,,,,
3513,,,,,
3514,,,,,
3515,,,,,68653.0
3516,,,,,
3517,,,,,69017.0
3518,,,,,
3519,,,,,
3520,,,,,
3521,,,,,
3522,,,,,
3523,,,,,69621.0
3524,,,,,
3525,,,,,69971.0
3526,,,,,
3527,,,,,67483.0
3528,,,,,67560.0
3529,,,,,
3530,,,,,
3531,,,,,67998.0
3532,,,,,
3533,,,,,65449.0
3534,,,,,67115.0
3535,,,,,68111.0
3536,,,,,68112.0
3537,,,,,68603.0
3538,,,,,68605.0
3539,1.0031,2.26518,166.0,166.0,69438.0
3540,,,,,69439.0
3541,0.3561,1.3930200000000001,55.0,55.0,
3542,,,,,
3543,,,,,
3544,,,,,71547.0
3545,,,,,
3546,,,,,
3547,,,,,
3548,3.2823,5.33754,146.0,146.0,72481.0
3549,,,,,72486.0
3550,,,,,
3551,,,,,
3552,,,,,
3553,,,,,
3554,,,,,71696.0
3555,,,,,
3556,,,,,
3557,,,,,
3558,,,,,
3559,,,,,
3560,,,,,
3561,,,,,
3562,,,,,
3563,,,,,
3564,,,,,
3565,,,,,74057.0
3566,,,,,
3567,,,,,
3568,,,,,
3569,,,,,
3570,,,,,
3571,,,,,74969.0
3572,,,,,78007.0
3573,,,,,78008.0
3574,,,,,78176.0
3575,,,,,
3576,,,,,
3577,,,,,
3578,,,,,79006.0
3579,,,,,
3580,,,,,
3581,,,,,
3582,,,,,
3583,,,,,
3584,,,,,79613.0
3585,,,,,79614.0
3586,,,,,79615.0
3587,,,,,
3588,,,,,
3589,,,,,78898.0
3590,,,,,75538.0
3591,,,,,72444.0
3592,,,,,73531.0
3593,0.7968,1.9870900000000002,198.0,198.0,
3594,,,,,
3595,,,,,78927.0
3596,,,,,78780.0
3597,,,,,
3598,,,,,
3599,,,,,
3600,,,,,
3601,,,,,
3602,,,,,
3603,,,,,81030.0
3604,,,,,81134.0
3605,,,,,
3606,,,,,
3607,,,,,81223.0
3608,,,,,81328.0
3609,,,,,
3610,,,,,
3611,,,,,82465.0
3612,,,,,82616.0
3613,,,,,82965.0
3614,,,,,
3615,0.8134,2.00946,62.0,62.0,83383.0
3616,,,,,83393.0
3617,,,,,
3618,,,,,
3619,,,,,
3620,,,,,
3621,,,,,84295.0
3622,,,,,
3623,,,,,
3624,,,,,
3625,,,,,
3626,,,,,
3627,,,,,
3628,,,,,
3629,,,,,
3630,,,,,85091.0
3631,,,,,
3632,0.3555,1.39221,9.0,9.0,85138.0
3633,,,,,85171.0
3634,,,,,85417.0
3635,,,,,
3636,,,,,
3637,,,,,86156.0
3638,,,,,86242.0
3639,,,,,86248.0
3640,,,,,86273.0
3641,,,,,86274.0
3642,,,,,100089.0
3643,,,,,100110.0
3644,,,,,100403.0
3645,,,,,100831.0
3646,,,,,200078.0
3647,,,,,201163.0
3648,,,,,
3649,,,,,
3650,,,,,
3651,2.0846,3.72304,2.0,2.0,
3652,,,,,202325.0
3653,,,,,202604.0
3654,,,,,
3655,,,,,
3656,,,,,
3657,,,,,
3658,,,,,
3659,,,,,
3660,,,,,
3661,,,,,
3662,,,,,
3663,,,,,
3664,,,,,401122.0
3665,,,,,
3666,,,,,
3667,,,,,
3668,,,,,
3669,,,,,
3670,,,,,
3671,,,,,
3672,,,,,100661.0
3673,1.1640000000000001,2.48207,122.0,122.0,402584.0
3674,,,,,
3675,,,,,
3676,,,,,
3677,,,,,
3678,,,,,
3679,,,,,
3680,,,,,
3681,,,,,
3682,,,,,
3683,,,,,
3684,,,,,408552.0
3685,,,,,408854.0
3686,,,,,409381.0
3687,,,,,409382.0
3688,,,,,409384.0
3689,,,,,
3690,,,,,202329.0
3691,,,,,402000.0
3692,,,,,402309.0
3693,,,,,407561.0
3694,,,,,
3695,3.4123,5.51278,230.0,230.0,
3696,,,,,
3697,,,,,
3698,,,,,
3699,,,,,
3700,,,,,
3701,0.2694,1.27615,11.0,11.0,42075.0
3702,,,,,
3703,0.7405,1.9111900000000002,14.0,14.0,42573.0
3704,,,,,42760.0
3705,0.4812,1.56166,194.0,194.0,43408.0
3706,,,,,43936.0
3707,,,,,43937.0
3708,,,,,43985.0
3709,,,,,44109.0
3710,,,,,44110.0
3711,3.8531,6.10698,122.0,122.0,44111.0
3712,,,,,44112.0
3713,0.7324,1.90028,225.0,225.0,44332.0
3714,,,,,
3715,,,,,
3716,,,,,
3717,,,,,
3718,,,,,
3719,,,,,
3720,,,,,
3721,,,,,
3722,,,,,
3723,,,,,87118.0
3724,,,,,
3725,,,,,
3726,2.4055,4.15561,166.0,166.0,
3727,0.0,0.0,166.0,166.0,
3728,,,,,
3729,,,,,
3730,,,,,
3731,,,,,
3732,,,,,
3733,,,,,
3734,,,,,
3735,,,,,
3736,,,,,
3737,,,,,
3738,,,,,
3739,,,,,
3740,,,,,
3741,,,,,
3742,,,,,76051.0
3743,,,,,76052.0
3744,,,,,76440.0
3745,,,,,
3746,,,,,87413.0
3747,,,,,
3748,,,,,
3749,,,,,88235.0
3750,,,,,88236.0
3751,,,,,
3752,,,,,88425.0
3753,,,,,88602.0
3754,,,,,
3755,8.3385,12.1533,152.0,152.0,41492.0
3756,0.2572,1.25971,14.0,14.0,42615.0
3757,0.2066,1.1915,14.0,14.0,42616.0
3758,,,,,42697.0
3759,0.4267,1.48819,227.0,227.0,
3760,2.4925,4.27289,100.0,100.0,
3761,,,,,
3762,,,,,
3763,,,,,280516.0
3764,,,,,280535.0
3765,,,,,
3766,,,,,
3767,,,,,
3768,,,,,89525.0
3769,,,,,89559.0
3770,,,,,89561.0
3771,,,,,89563.0
3772,,,,,89564.0
3773,,,,,89565.0
3774,,,,,
3775,,,,,
3776,,,,,89986.0
3777,,,,,89987.0
3778,2.1832,3.85595,140.0,140.0,90071.0
3779,,,,,
3780,,,,,90811.0
3781,,,,,90839.0
3782,,,,,
3783,,,,,
3784,,,,,
3785,,,,,91090.0
3786,,,,,91092.0
3787,,,,,
3788,,,,,91779.0
3789,,,,,91783.0
3790,,,,,92444.0
3791,,,,,
3792,,,,,
3793,,,,,
3794,,,,,
3795,,,,,
3796,,,,,
3797,,,,,411406.0
3798,,,,,411442.0
3799,,,,,411468.0
3800,,,,,411469.0
3801,,,,,
3802,,,,,
3803,0.5324,1.63068,227.0,227.0,56721.0
3804,,,,,
3805,,,,,
3806,,,,,
3807,0.1603,1.1290799999999999,62.0,62.0,
3808,0.1816,1.1578,62.0,62.0,
3809,,,,,
3810,,,,,
3811,0.5863,1.70333,204.0,204.0,
3812,,,,,166282.0
3813,,,,,77064.0
3814,,,,,
3815,,,,,
3816,,,,,65180.0
3817,,,,,77333.0
3818,,,,,77951.0
3819,,,,,
3820,0.6882,1.8406900000000002,82.0,82.0,
3821,,,,,
3822,0.1417,1.10401,216.0,216.0,
3823,,,,,56237.0
3824,,,,,
3825,,,,,
3826,,,,,
3827,,,,,
3828,0.3508,1.38588,55.0,55.0,
3829,0.3576,1.39504,55.0,55.0,
3830,,,,,
3831,,,,,
3832,,,,,
3833,,,,,
3834,,,,,
3835,,,,,93395.0
3836,,,,,
3837,,,,,
3838,,,,,93681.0
3839,,,,,93711.0
3840,,,,,93713.0
3841,,,,,93714.0
3842,,,,,
3843,,,,,
3844,,,,,
3845,,,,,
3846,,,,,
3847,,,,,
3848,,,,,
3849,,,,,
3850,,,,,95028.0
3851,,,,,95029.0
3852,,,,,
3853,,,,,95248.0
3854,,,,,
3855,,,,,
3856,,,,,
3857,,,,,
3858,,,,,
3859,,,,,
3860,,,,,
3861,,,,,
3862,,,,,
3863,,,,,412659.0
3864,,,,,95524.0
3865,,,,,
3866,,,,,95591.0
3867,,,,,
3868,0.9622,2.21005,194.0,194.0,95663.0
3869,,,,,
3870,,,,,
3871,,,,,
3872,,,,,
3873,,,,,
3874,,,,,
3875,,,,,
3876,,,,,
3877,,,,,95908.0
3878,,,,,
3879,,,,,
3880,,,,,96203.0
3881,,,,,249341.0
3882,,,,,419382.0
3883,,,,,107308.0
3884,,,,,419995.0
3885,,,,,419996.0
3886,,,,,402917.0
3887,,,,,68614.0
3888,,,,,86282.0
3889,,,,,
3890,,,,,404814.0
3891,,,,,415335.0
3892,,,,,245500.0
3893,,,,,66879.0
3894,,,,,
3895,,,,,171399.0
3896,,,,,151967.0
3897,,,,,84234.0
3898,,,,,410324.0
3899,,,,,
3900,,,,,
3901,,,,,66387.0
3902,,,,,78180.0
3903,,,,,
3904,2.0322,3.6524099999999997,15.0,15.0,99571.0
3905,,,,,
3906,,,,,
3907,,,,,8232.0
3908,,,,,81657.0
3909,,,,,
3910,,,,,
3911,,,,,73607.0
3912,,,,,
3913,,,,,67244.0
3914,,,,,75364.0
3915,,,,,
3916,,,,,201062.0
3917,,,,,
3918,,,,,
3919,,,,,
3920,,,,,409818.0
3921,,,,,
3922,,,,,36624.0
3923,1.6178,3.0937900000000003,62.0,62.0,66653.0
3924,,,,,88843.0
3925,,,,,280205.0
3926,,,,,17030.0
3927,,,,,96686.0
3928,1.8449,3.3999300000000003,14.0,14.0,92321.0
3929,,,,,300235.0
3930,,,,,
3931,,,,,
3932,,,,,
3933,,,,,68454.0
3934,1.436,2.8487299999999998,62.0,62.0,88849.0
3935,1.2736,2.62981,62.0,62.0,603235.0
3936,0.7313,1.8987900000000002,12.0,12.0,1053.0
3937,1.771,3.3003099999999996,19.0,19.0,100321.0
3938,,,,,78388.0
3939,,,,,72740.0
3940,,,,,
3941,,,,,185.0
3942,,,,,
3943,0.2631,1.26766,14.0,14.0,
3944,,,,,
3945,,,,,30074.0
3946,,,,,
3947,,,,,
3948,,,,,16170.0
3949,,,,,62490.0
3950,,,,,
3951,,,,,67238.0
3952,,,,,
3953,,,,,300236.0
3954,,,,,61178.0
3955,,,,,
3956,,,,,279584.0
3957,,,,,34669.0
3958,,,,,
3959,,,,,
3960,,,,,33527.0
3961,,,,,
3962,,,,,356.0
3963,,,,,
3964,,,,,
3965,,,,,
3966,,,,,73198.0
3967,,,,,89622.0
3968,,,,,280967.0
3969,,,,,
3970,,,,,72100.0
3971,,,,,405107.0
3972,,,,,2122.0
3973,,,,,152175.0
3974,,,,,
3975,,,,,
3976,,,,,80176.0
3977,,,,,412135.0
3978,,,,,
3979,,,,,
3980,,,,,74906.0
3981,,,,,246230.0
3982,,,,,
3983,,,,,
3984,,,,,
3985,,,,,
3986,,,,,67111.0
3987,,,,,281586.0
3988,,,,,59868.0
3989,,,,,
3990,,,,,171345.0
3991,,,,,
3992,,,,,300173.0
3993,,,,,
3994,,,,,
3995,,,,,95838.0
3996,,,,,
3997,,,,,30224.0
3998,,,,,
3999,,,,,414639.0
4000,,,,,249346.0
4001,1.1668,2.48585,19.0,19.0,75195.0
4002,,,,,
4003,3.8573,6.11264,60.0,60.0,15208.0
4004,,,,,
4005,,,,,
4006,,,,,413728.0
4007,,,,,82958.0
4008,,,,,
4009,,,,,300152.0
4010,,,,,42730.0
4011,,,,,79098.0
4012,,,,,
4013,,,,,74824.0
4014,,,,,
4015,,,,,86442.0
4016,,,,,
4017,,,,,78484.0
4018,1.7458,3.26634,19.0,19.0,44675.0
4019,,,,,300164.0
4020,,,,,
4021,,,,,15724.0
4022,0.782,1.96714,62.0,62.0,90333.0
4023,,,,,402363.0
4024,,,,,417803.0
4025,,,,,
4026,,,,,
4027,,,,,62053.0
4028,,,,,39209.0
4029,,,,,411120.0
4030,,,,,2833.0
4031,,,,,
4032,,,,,36623.0
4033,,,,,391285.0
4034,0.6042,1.7274599999999998,60.0,60.0,15344.0
4035,,,,,36290.0
4036,,,,,34072.0
4037,,,,,32727.0
4038,,,,,8274.0
4039,,,,,74945.0
4040,,,,,
4041,,,,,73748.0
4042,,,,,
4043,,,,,62884.0
4044,,,,,100161.0
4045,,,,,65445.0
4046,,,,,65970.0
4047,,,,,
4048,,,,,
4049,,,,,
4050,,,,,
4051,,,,,
4052,,,,,
4053,,,,,
4054,,,,,92067.0
4055,,,,,74865.0
4056,,,,,152547.0
4057,,,,,
4058,,,,,260875.0
4059,,,,,279579.0
4060,0.6798,1.8293700000000002,152.0,152.0,411404.0
4061,,,,,157752.0
4062,,,,,95847.0
4063,,,,,
4064,,,,,
4065,,,,,83629.0
4066,,,,,401709.0
4067,,,,,201899.0
4068,0.7793,1.9635,62.0,62.0,90336.0
4069,,,,,
4070,,,,,
4071,,,,,85772.0
4072,1.9661,3.5633,62.0,62.0,73327.0
4073,,,,,
4074,,,,,202748.0
4075,1.8874,3.4572199999999995,14.0,14.0,15579.0
4076,,,,,69623.0
4077,,,,,73608.0
4078,,,,,
4079,,,,,95237.0
4080,,,,,
4081,,,,,
4082,,,,,
4083,,,,,43131.0
4084,,,,,73711.0
4085,0.2917,1.30621,62.0,62.0,418406.0
4086,,,,,
4087,,,,,
4088,,,,,
4089,,,,,151441.0
4090,,,,,93682.0
4091,,,,,
4092,,,,,62134.0
4093,,,,,
4094,,,,,
4095,,,,,20476.0
4096,,,,,
4097,,,,,
4098,,,,,
4099,,,,,9601.0
4100,3.2272,5.2632699999999994,62.0,62.0,154812.0
4101,,,,,71962.0
4102,,,,,95839.0
4103,,,,,
4104,,,,,
4105,,,,,73082.0
4106,,,,,
4107,,,,,90991.0
4108,,,,,605685.0
4109,,,,,39159.0
4110,,,,,85497.0
4111,0.2722,1.27993,62.0,62.0,
4112,,,,,74503.0
4113,,,,,
4114,,,,,
4115,,,,,89620.0
4116,,,,,81710.0
4117,,,,,78660.0
4118,,,,,78897.0
4119,,,,,62885.0
4120,,,,,
4121,,,,,
4122,,,,,
4123,,,,,20118.0
4124,,,,,
4125,,,,,30344.0
4126,,,,,91761.0
4127,,,,,23525.0
4128,,,,,33861.0
4129,,,,,80640.0
4130,,,,,73116.0
4131,,,,,
4132,,,,,9600.0
4133,,,,,
4134,,,,,2886.0
4135,,,,,59303.0
4136,,,,,
4137,,,,,30702.0
4138,,,,,
4139,,,,,73560.0
4140,,,,,74760.0
4141,1.6055,3.07721,62.0,62.0,16234.0
4142,,,,,
4143,,,,,65301.0
4144,,,,,
4145,,,,,
4146,,,,,
4147,,,,,
4148,,,,,
4149,,,,,
4150,,,,,73119.0
4151,0.6654,1.8099599999999998,62.0,62.0,416326.0
4152,,,,,66700.0
4153,,,,,16454.0
4154,,,,,72748.0
4155,,,,,
4156,,,,,411119.0
4157,,,,,28008.0
4158,,,,,65286.0
4159,,,,,
4160,,,,,
4161,,,,,96126.0
4162,,,,,
4163,1.7998,3.3391300000000004,62.0,62.0,73892.0
4164,,,,,33797.0
4165,,,,,37108.0
4166,,,,,23872.0
4167,2.2885,3.9979,198.0,198.0,89607.0
4168,,,,,
4169,,,,,79204.0
4170,,,,,404250.0
4171,,,,,
4172,0.0,0.0,62.0,62.0,
4173,,,,,23776.0
4174,,,,,33799.0
4175,,,,,
4176,,,,,87694.0
4177,,,,,27.0
4178,,,,,34692.0
4179,,,,,79424.0
4180,,,,,202667.0
4181,,,,,75339.0
4182,0.4232,1.48347,62.0,62.0,
4183,0.9265,2.1619200000000003,62.0,62.0,
4184,,,,,
4185,,,,,73117.0
4186,,,,,
4187,0.9448,2.1865900000000003,193.0,193.0,80184.0
4188,,,,,
4189,,,,,
4190,,,,,4186.0
4191,,,,,
4192,1.8098,3.35261,204.0,204.0,1303.0
4193,,,,,
4194,,,,,28476.0
4195,,,,,
4196,,,,,27942.0
4197,,,,,74505.0
4198,,,,,73561.0
4199,,,,,159349.0
4200,,,,,74833.0
4201,,,,,409860.0
4202,,,,,2579.0
4203,1.3257,2.70004,62.0,62.0,404081.0
4204,,,,,
4205,,,,,
4206,,,,,78899.0
4207,,,,,
4208,,,,,73121.0
4209,,,,,414181.0
4210,,,,,1114.0
4211,,,,,84779.0
4212,,,,,82383.0
4213,,,,,
4214,,,,,
4215,,,,,
4216,,,,,171346.0
4217,,,,,
4218,,,,,27182.0
4219,,,,,
4220,,,,,72101.0
4221,,,,,401920.0
4222,,,,,402613.0
4223,,,,,
4224,,,,,
4225,,,,,
4226,,,,,80177.0
4227,,,,,20051.0
4228,,,,,420087.0
4229,,,,,401710.0
4230,,,,,2147.0
4231,,,,,
4232,,,,,4446.0
4233,,,,,89623.0
4234,,,,,
4235,,,,,95735.0
4236,,,,,83312.0
4237,,,,,
4238,,,,,39706.0
4239,,,,,74864.0
4240,,,,,605505.0
4241,,,,,415428.0
4242,,,,,64678.0
4243,,,,,
4244,,,,,152176.0
4245,,,,,16265.0
4246,,,,,71588.0
4247,,,,,74977.0
4248,,,,,
4249,,,,,
4250,,,,,84854.0
4251,,,,,90847.0
4252,,,,,152554.0
4253,,,,,26996.0
4254,,,,,89579.0
4255,,,,,15791.0
4256,,,,,82145.0
4257,,,,,18119.0
4258,3.4124,5.512919999999999,2.0,2.0,
4259,,,,,36289.0
4260,,,,,77579.0
4261,,,,,92288.0
4262,,,,,10127.0
4263,,,,,
4264,,,,,35290.0
4265,,,,,
4266,,,,,62136.0
4267,,,,,90331.0
4268,,,,,415749.0
4269,,,,,96265.0
4270,,,,,281504.0
4271,,,,,
4272,,,,,411602.0
4273,,,,,171344.0
4274,,,,,416590.0
4275,,,,,98563.0
4276,1.4439,2.85938,62.0,62.0,404083.0
4277,,,,,91329.0
4278,,,,,
4279,0.7234,1.8881400000000002,14.0,14.0,41181.0
4280,2.0509,3.67761,15.0,15.0,99570.0
4281,,,,,73086.0
4282,,,,,35667.0
4283,,,,,605609.0
4284,,,,,
4285,,,,,413724.0
4286,,,,,79865.0
4287,,,,,72001.0
4288,0.3109,1.33209,62.0,62.0,
4289,,,,,69552.0
4290,,,,,
4291,,,,,75038.0
4292,,,,,28214.0
4293,,,,,73463.0
4294,3.7637,5.98647,165.0,165.0,91748.0
4295,,,,,2840.0
4296,,,,,38325.0
4297,,,,,1999.0
4298,,,,,
4299,,,,,73803.0
4300,0.5947,1.7146599999999999,217.0,217.0,70055.0
4301,,,,,
4302,,,,,
4303,,,,,
4304,,,,,90335.0
4305,,,,,
4306,0.7756,1.9585099999999998,193.0,193.0,33795.0
4307,,,,,95087.0
4308,,,,,
4309,0.6146,1.74148,33.0,33.0,59001.0
4310,,,,,
4311,,,,,
4312,,,,,
4313,,,,,2346.0
4314,,,,,409644.0
4315,,,,,419350.0
4316,,,,,14114.0
4317,,,,,
4318,,,,,
4319,,,,,27518.0
4320,,,,,2898.0
4321,0.6109,1.73649,102.0,102.0,260060.0
4322,,,,,
4323,,,,,85586.0
4324,,,,,36659.0
