material_id,MP_sg,OQMD_sg,AFLOW_sg_orig,AFLOW_sg_relax
mp-556994,1,,,
mp-556995,12,12,12,12
mp-556996,164,156,,
mp-556997,173,173,,
mp-556999,14,14,,
mp-557001,2,2,,
mp-557003,176,,,
mp-557004,1,1,,
mp-557006,64,,,
mp-557009,156,,,
mp-557010,2,,,
mp-557012,14,14,,
mp-557014,167,,,
mp-557016,2,2,,
mp-557017,126,126,,
mp-557019,14,14,,
mp-557022,2,,,
mp-557024,223,,,
mp-557025,33,,,
mp-557026,156,,,
mp-557027,34,34,,
mp-557028,71,,,
mp-557029,62,62,,
mp-557031,15,15,15,15
mp-557032,139,,,
mp-557035,140,140,,
mp-557040,9,,,
mp-557042,14,,,
mp-557046,14,,,
mp-557047,166,166,,
mp-557049,62,62,,
mp-557054,156,,,
mp-557059,60,,,
mp-557062,156,,,
mp-557063,55,,,
mp-557070,36,36,,
mp-557071,230,,,
mp-557072,100,,,
mp-557074,63,63,,
mp-557080,2,,,
mp-557082,4,1,1,4
mp-557084,62,,,
mp-557085,14,,,
mp-557086,14,14,,
mp-557087,14,14,,
mp-557089,4,,,
mp-557090,92,,,
mp-557092,12,12,,
mp-557093,137,,,
mp-557100,9,9,,
mp-557101,43,,,
mp-557103,34,,,
mp-557104,15,,,
mp-557105,12,12,,
mp-557107,63,63,,
mp-557108,61,,,
mp-557109,148,,,
mp-557110,173,173,,
mp-557112,218,218,,
mp-557115,11,11,,
mp-557118,20,,,
mp-557121,2,2,,
mp-557122,12,12,,
mp-557123,14,,,
mp-557125,127,127,,
mp-557126,72,,,
mp-557130,56,,,
mp-557132,14,,,
mp-557133,225,225,,
mp-557134,5,5,,
mp-557135,57,57,,
mp-557142,194,62,33,36
mp-557143,14,,,
mp-557144,2,,,
mp-557145,14,,,
mp-557146,15,15,,
mp-557147,121,121,,
mp-557154,61,,,
mp-557159,43,43,,
mp-557161,62,,,
mp-557163,11,11,,
mp-557171,15,,,
mp-557175,156,,,
mp-557176,15,,,
mp-557177,14,,,
mp-557179,12,,,
mp-557180,4,,,
mp-557181,60,,,
mp-557183,15,14,,
mp-557186,2,,,
mp-557189,13,,,
mp-557190,56,,,
mp-557195,11,,,
mp-557200,139,,,
mp-557203,198,198,,
mp-557209,2,2,,
mp-557211,193,,,
mp-557213,14,,,
mp-557215,13,13,,
mp-557222,14,,,
mp-557224,14,,,
mp-557225,186,186,,
mp-557226,14,,,
mp-557227,166,,,
mp-557229,2,,2,2
mp-557230,15,,,
mp-557231,14,,,
mp-557232,12,12,,
mp-557233,140,140,,
mp-557235,19,,,
mp-557236,14,,,
mp-557237,33,,,
mp-557238,14,,,
mp-557244,24,24,,
mp-557246,62,,,
mp-557248,14,,,
mp-557250,62,62,62,62
mp-557251,15,15,,
mp-557256,14,,,
mp-557257,221,221,,
mp-557258,54,,,
mp-557259,62,62,,
mp-557260,14,,,
mp-557263,62,,,
mp-557264,36,,,
mp-557266,61,,61,61
mp-557268,14,14,,
mp-557272,14,,,
mp-557275,15,,,
mp-557276,57,,,
mp-557282,14,,,
mp-557285,2,,,
mp-557289,14,,,
mp-557290,88,88,,
mp-557293,62,62,,
mp-557295,103,,,
mp-557301,4,,,
mp-557302,2,2,,
mp-557303,62,,,
mp-557304,87,,,
mp-557307,14,,,
mp-557308,156,156,,
mp-557309,2,,,
mp-557310,2,2,,
mp-557311,33,,,
mp-557315,147,,,
mp-557319,180,,,
mp-557320,139,,,
mp-557321,62,62,62,62
mp-557322,99,99,,
mp-557323,113,113,,
mp-557328,12,12,,
mp-557330,34,,,
mp-557331,14,,,
mp-557332,62,,,
mp-557333,14,,,
mp-557340,143,,,
mp-557343,8,8,,
mp-557346,156,,,
mp-557347,176,,,
mp-557348,2,2,,
mp-557349,158,158,,
mp-557351,14,,,
mp-557352,33,,,
mp-557354,15,15,,
mp-557355,2,,,
mp-557359,164,164,,
mp-557360,14,,,
mp-557362,34,,,
mp-557364,61,,,
mp-557365,14,,,
mp-557366,54,,,
mp-557367,14,,,
mp-557372,165,,,
mp-557373,121,121,,
mp-557375,174,174,,
mp-557376,15,15,15,15
mp-557379,2,,,
mp-557381,190,,,
mp-557384,57,,,
mp-557385,148,148,,
mp-557387,34,34,,
mp-557391,38,38,,
mp-557393,14,,,
mp-557395,56,56,,
mp-557396,19,,19,19
mp-557397,225,,,
mp-557398,88,,,
mp-557399,2,2,,
mp-557401,63,63,,
mp-557403,102,136,,
mp-557406,14,,,
mp-557407,190,,,
mp-557413,14,,,
mp-557414,44,44,,
mp-557416,2,2,,
mp-557417,14,,,
mp-557418,156,,,
mp-557420,14,,,
mp-557423,2,,,
mp-557424,14,,,
mp-557426,15,,,
mp-557432,20,20,,
mp-557433,15,,,
mp-557436,15,,,
mp-557437,4,4,,
mp-557438,139,,,
mp-557441,1,1,,
mp-557442,2,,,
mp-557448,14,14,,
mp-557449,14,14,,
mp-557450,15,,,
mp-557451,14,14,,
mp-557454,122,,,
mp-557456,218,218,,
mp-557457,14,14,,
mp-557463,62,,,
mp-557464,2,2,,
mp-557465,56,56,,
mp-557466,215,225,215,215
mp-557467,58,58,,
mp-557470,14,,,
mp-557471,14,14,,
mp-557472,14,,,
mp-557473,14,,,
mp-557475,13,,,
mp-557480,31,,,
mp-557482,2,,,
mp-557483,129,129,,
mp-557484,2,,,
mp-557488,14,14,14,14
mp-557492,6,,,
mp-557494,2,,,
mp-557503,2,,,
mp-557505,14,,,
mp-557506,70,,,
mp-557508,152,,,
mp-557509,33,,,
mp-557510,160,160,,
mp-557512,14,,,
mp-557516,74,,,
mp-557517,173,173,,
mp-557519,148,,148,148
mp-557521,14,,,
mp-557522,14,,,
mp-557524,215,215,,
mp-557525,4,,,
mp-557528,14,,,
mp-557529,15,,,
mp-557531,15,15,,
mp-557535,194,,194,194
mp-557537,217,217,,
mp-557538,14,,,
mp-557539,167,167,,
mp-557540,14,14,,
mp-557543,194,194,,
mp-557548,14,,,
mp-557549,73,,,
mp-557552,64,64,,
mp-557553,14,,,
mp-557559,14,14,14,14
mp-557560,33,33,,
mp-557561,2,,,
mp-557563,63,63,,
mp-557565,14,,,
mp-557569,62,62,,
mp-557570,14,,,
mp-557577,194,194,,
mp-557580,42,,,
mp-557581,14,,,
mp-557583,2,,,
mp-557584,5,5,,
mp-557587,70,,,
mp-557589,57,,,
mp-557591,223,223,,
mp-557595,13,,,
mp-557596,2,,,
mp-557597,12,,,
mp-557599,2,,,
mp-557600,14,,,
mp-557602,139,139,,
mp-557603,14,,,
mp-557604,148,,,
mp-557605,127,,,
mp-557606,11,11,,
mp-557610,139,139,,
mp-557611,20,20,,
mp-557614,19,,,
mp-557615,14,,,
mp-557618,2,,,
mp-557624,181,181,,
mp-557626,62,62,,
mp-557628,15,,,
mp-557632,5,5,,
mp-557633,14,,,
mp-557635,57,,,
mp-557637,72,72,,
mp-557638,2,2,,
mp-557644,2,2,,
mp-557645,128,,,
mp-557649,15,,,
mp-557650,147,147,,
mp-557652,2,,,
mp-557653,6,6,,
mp-557654,52,,,
mp-557655,166,166,,
mp-557656,14,,,
mp-557658,2,2,,
mp-557659,2,,,
mp-557660,13,13,,
mp-557661,14,,,
mp-557662,12,,,
mp-557663,63,63,,
mp-557664,225,,,
mp-557665,63,,,
mp-557667,174,,,
mp-557668,148,148,,
mp-557669,15,15,,
mp-557672,61,,,
mp-557673,15,15,,
mp-557676,2,2,,
mp-557679,14,,,
mp-557683,2,,,
mp-557685,62,62,,
mp-557686,225,225,,
mp-557687,52,52,,
mp-557689,167,167,,
mp-557691,12,12,12,12
mp-557693,14,,,
mp-557696,82,82,,
mp-557697,227,,,
mp-557698,14,14,,
mp-557702,62,,,
mp-557704,144,,,
mp-557705,7,7,,
mp-557711,26,,,
mp-557713,14,14,,
mp-557715,15,15,,
mp-557716,54,,,
mp-557717,230,230,,
mp-557722,57,64,,
mp-557723,181,,,
mp-557726,92,,,
mp-557728,4,4,,
mp-557730,9,9,,
mp-557734,165,165,,
mp-557736,2,,,
mp-557737,126,126,126,126
mp-557738,136,136,,
mp-557740,157,,,
mp-557741,87,,,
mp-557743,20,,,
mp-557744,57,57,,
mp-557746,56,,,
mp-557747,14,,,
mp-557748,118,,,
mp-557752,11,11,,
mp-557753,62,62,,
mp-557754,58,58,,
mp-557756,14,14,,
mp-557758,14,,,
mp-557761,140,140,,
mp-557763,62,,,
mp-557769,14,,,
mp-557771,167,,,
mp-557772,194,194,,
mp-557773,150,150,,
mp-557775,61,,,
mp-557777,87,,,
mp-557778,19,,,
mp-557780,62,,,
mp-557784,2,,,
mp-557785,2,,,
mp-557786,15,,,
mp-557791,62,,,
mp-557792,14,,,
mp-557793,14,,,
mp-557798,62,62,,
mp-557799,12,,,
mp-557802,14,,,
mp-557803,33,33,,
mp-557805,12,12,,
mp-557807,62,62,,
mp-557809,12,12,,
mp-557810,190,,,
mp-557814,223,,,
mp-557821,2,,,
mp-557822,14,,,
mp-557823,14,,,
mp-557824,15,,15,15
mp-557825,129,129,,
mp-557826,113,,,
mp-557828,2,2,,
mp-557829,2,,,
mp-557830,127,,,
mp-557832,72,72,,
mp-557833,33,,,
mp-557835,129,129,,
mp-557836,4,,,
mp-557837,15,15,,
mp-557840,2,2,,
mp-557842,46,,,
mp-557844,58,,,
mp-557845,14,14,,
mp-557855,37,37,,
mp-557856,9,9,,
mp-557857,63,63,,
mp-557861,139,,,
mp-557862,125,125,,
mp-557863,14,,,
mp-557864,2,,,
mp-557865,204,,204,204
mp-557869,4,4,,
mp-557870,67,67,,
mp-557871,2,2,,
mp-557872,62,,,
mp-557873,1,,,
mp-557874,14,,,
mp-557875,14,,,
mp-557877,14,,,
mp-557878,146,146,,
mp-557880,14,,,
mp-557881,8,8,,
mp-557888,15,,,
mp-557890,227,227,227,227
mp-557892,9,9,,
mp-557893,15,,,
mp-557894,11,,,
mp-557900,14,,,
mp-557902,194,63,,
mp-557904,14,,,
mp-557908,11,11,,
mp-557909,29,,,
mp-557910,15,,,
mp-557911,140,,,
mp-557912,225,,,
mp-557914,15,15,,
mp-557915,5,5,,
mp-557917,14,,,
mp-557918,2,2,,
mp-557920,15,,,
mp-557923,198,,,
mp-557926,19,,,
mp-557927,14,,,
mp-557930,121,,,
mp-557931,55,55,,
mp-557933,74,,,
mp-557934,5,,,
mp-557935,14,,,
mp-557938,225,225,,
mp-557940,31,,,
mp-557941,2,,,
mp-557942,11,,,
mp-557947,33,,,
mp-557950,107,107,,
mp-557952,14,,,
mp-557953,230,,,
mp-557954,82,82,82,82
mp-557955,29,,,
mp-557961,176,,,
mp-557962,62,62,,
mp-557964,221,221,,
mp-557968,61,,,
mp-557969,15,15,,
mp-557974,19,,,
mp-557976,14,14,,
mp-557979,64,,,
mp-557980,14,,,
mp-557981,173,,,
mp-557985,14,,,
mp-557988,12,12,,
mp-557989,32,,,
mp-557991,2,2,,
mp-557992,14,14,,
mp-557993,15,15,15,15
mp-557994,176,,,
mp-557997,14,14,,
mp-557998,173,,,
mp-558000,15,,,
mp-558003,14,,,
mp-558004,14,,,
mp-558005,12,12,,
mp-558007,14,,,
mp-558010,15,15,,
mp-558011,14,,,
mp-558012,14,,,
mp-558013,60,60,,
mp-558014,58,58,58,58
mp-558016,9,,,
mp-558021,14,,,
mp-558022,154,,,
mp-558023,12,12,,
mp-558025,58,,,
mp-558026,14,,,
mp-558030,15,15,,
mp-558033,155,155,,
mp-558039,14,14,,
mp-558042,173,,,
mp-558045,62,62,,
mp-558046,62,,,
mp-558049,56,,,
mp-558050,139,,,
mp-558051,173,173,,
mp-558054,63,63,,
mp-558055,9,9,,
mp-558056,4,,,
mp-558057,163,,,
mp-558059,14,14,,
mp-558062,14,,,
mp-558063,36,,,
mp-558065,14,,,
mp-558066,63,63,,
mp-558067,14,,,
mp-558070,2,2,,
mp-558071,71,71,71,71
mp-558073,2,,,
mp-558077,14,,,
mp-558078,225,,,
mp-558079,14,,,
mp-558083,64,64,,
mp-558085,33,33,,
mp-558087,2,,,
mp-558088,8,,,
mp-558096,227,227,,
mp-558099,71,71,,
mp-558102,4,4,,
mp-558105,33,33,,
mp-558106,2,,,
mp-558108,2,2,,
mp-558111,225,,,
mp-558114,14,,,
mp-558115,148,,,
mp-558116,14,14,,
mp-558118,180,,180,180
mp-558119,10,,,
mp-558121,72,72,,
mp-558122,14,14,,
mp-558123,62,,,
mp-558124,14,,,
mp-558125,20,20,,
mp-558126,11,11,,
mp-558128,12,12,,
mp-558129,14,14,,
mp-558130,62,62,,
mp-558131,227,,,
mp-558134,39,,,
mp-558135,15,,,
mp-558136,2,,,
mp-558137,60,,,
mp-558138,14,,,
mp-558143,186,186,,
mp-558146,186,,,
mp-558147,4,,,
mp-558149,14,,14,14
mp-558151,15,15,,
mp-558152,14,,,
mp-558153,15,,,
mp-558155,63,63,,
mp-558156,2,,,
mp-558159,62,62,,
mp-558160,62,62,,
mp-558162,62,62,,
mp-558163,14,,,
mp-558164,15,,15,15
mp-558165,2,2,,
mp-558168,221,,,
mp-558169,14,,,
mp-558170,62,62,,
mp-558174,33,,,
mp-558178,2,2,,
mp-558181,14,,,
mp-558183,2,,,
mp-558184,14,,,
mp-558186,64,,,
mp-558188,55,55,,
mp-558189,221,221,,
mp-558191,2,2,,
mp-558192,14,,,
mp-558194,12,12,,
mp-558195,11,11,,
mp-558198,15,15,,
mp-558199,57,,,
mp-558200,118,,,
mp-558201,19,,,
mp-558202,14,,,
mp-558203,127,,,
mp-558204,2,2,,
mp-558206,221,,,
mp-558208,2,,,
mp-558209,14,14,,
mp-558211,166,,,
mp-558212,129,129,,
mp-558215,5,,5,5
mp-558216,14,,,
mp-558217,12,12,,
mp-558219,9,9,,
mp-558221,19,,,
mp-558223,12,,,
mp-558224,14,,,
mp-558226,19,,1,19
mp-558227,139,139,,
mp-558229,86,,,
mp-558235,14,,,
mp-558237,14,,,
mp-558238,62,,,
mp-558239,60,,,
mp-558240,11,,,
mp-558241,14,14,,
mp-558243,129,129,,
mp-558244,12,,,
mp-558248,11,11,,
mp-558250,14,,,
mp-558254,14,,,
mp-558255,12,12,,
mp-558257,62,62,,
mp-558259,15,15,,
mp-558263,148,,,
mp-558267,14,,,
mp-558268,176,,,
mp-558270,62,,,
mp-558272,2,2,,
mp-558273,160,,,
mp-558276,14,,,
mp-558277,9,,,
mp-558279,2,2,,
mp-558281,140,140,,
mp-558283,15,,,
mp-558285,54,54,,
mp-558286,15,15,,
mp-558288,43,,,
mp-558289,14,,,
mp-558292,147,,,
mp-558293,14,,,
mp-558294,13,13,,
mp-558295,14,,,
mp-558298,150,1,,
mp-558301,12,,,
mp-558302,64,,64,64
mp-558305,14,,,
mp-558306,14,14,,
mp-558309,2,2,,
mp-558310,185,185,,
mp-558312,194,194,194,194
mp-558314,123,123,,
mp-558317,129,129,,
mp-558318,15,,,
mp-558320,190,,,
mp-558321,2,,,
mp-558324,15,,,
mp-558325,65,65,,
mp-558326,74,,,
mp-558327,15,15,,
mp-558330,14,14,,
mp-558331,11,11,,
mp-558332,55,55,,
mp-558333,61,,,
mp-558335,33,,,
mp-558336,12,,12,12
mp-558337,61,,,
mp-558338,14,,,
mp-558339,61,,,
mp-558340,12,12,,
mp-558344,2,2,,
mp-558346,14,,,
mp-558347,40,40,,
mp-558349,176,,,
mp-558350,56,,,
mp-558351,12,,,
mp-558352,14,,,
mp-558354,13,,,
mp-558356,74,74,,
mp-558358,14,,,
mp-558360,11,11,,
mp-558362,62,,,
mp-558366,50,50,,
mp-558367,12,12,,
mp-558368,11,11,,
mp-558369,12,12,,
mp-558370,165,,,
mp-558373,14,,,
mp-558374,205,,,
mp-558377,14,,,
mp-558380,15,15,15,15
mp-558381,15,15,,
mp-558382,63,63,,
mp-558383,14,14,,
mp-558386,62,,,
mp-558387,4,4,,
mp-558390,7,,,
mp-558393,15,15,,
mp-558396,2,,,
mp-558401,36,36,,
mp-558402,33,33,,
mp-558403,12,,,
mp-558407,9,9,,
mp-558408,15,,,
mp-558409,15,,,
mp-558411,227,227,,
mp-558412,33,33,,
mp-558415,14,,,
mp-558424,14,,,
mp-558426,14,14,,
mp-558427,14,,,
mp-558429,2,,,
mp-558430,12,12,,
mp-558431,2,,,
mp-558432,61,,,
mp-558437,61,,,
mp-558441,12,12,,
mp-558442,219,,,
mp-558445,14,,,
mp-558446,51,51,,
mp-558455,15,15,,
mp-558456,2,2,,
mp-558458,62,,,
mp-558460,43,43,,
mp-558463,163,,,
mp-558465,14,,,
mp-558466,14,,,
mp-558469,14,,2,2
mp-558475,29,,,
mp-558477,19,,,
mp-558478,62,,,
mp-558480,15,,,
mp-558481,26,26,,
mp-558482,8,,,
mp-558483,61,61,,
mp-558484,62,,,
mp-558486,14,,,
mp-558487,14,,,
mp-558489,167,,,
mp-558490,62,,,
mp-558491,190,190,,
mp-558497,9,9,,
mp-558500,70,70,,
mp-558501,230,,,
mp-558502,14,14,,
mp-558504,62,,,
mp-558506,176,176,,
mp-558509,87,87,,
mp-558512,29,,,
mp-558514,63,63,,
mp-558516,62,62,,
mp-558517,14,,,
mp-558521,19,,,
mp-558523,62,62,,
mp-558525,14,,,
mp-558528,14,14,,
mp-558532,11,11,,
mp-558533,176,176,,
mp-558534,53,,,
mp-558535,142,,,
mp-558536,54,54,,
mp-558538,14,14,,
mp-558539,199,199,,
mp-558541,2,2,,
mp-558543,10,,,
mp-558545,14,14,,
mp-558546,150,,,
mp-558548,62,,,
mp-558550,57,,,
mp-558553,12,12,,
mp-558555,122,122,,
mp-558558,62,,,
mp-558564,12,,,
mp-558566,194,,,
mp-558568,20,,,
mp-558569,148,,,
mp-558570,9,9,,
mp-558571,2,,,
mp-558573,12,12,,
mp-558576,14,,,
mp-558579,33,33,,
mp-558580,15,15,,
mp-558582,9,9,,
mp-558583,15,,,
mp-558585,198,,,
mp-558588,92,,92,92
mp-558592,2,,,
mp-558597,63,63,,
mp-558599,60,,,
mp-558602,41,,,
mp-558603,2,2,,
mp-558607,2,,,
mp-558608,160,160,,
mp-558613,2,,,
mp-558616,14,,,
mp-558617,15,,,
mp-558619,64,64,,
mp-558625,2,2,,
mp-558628,62,,,
mp-558629,15,15,,
mp-558631,14,14,,
mp-558632,156,156,,
mp-558636,11,11,,
mp-558637,14,,,
mp-558638,14,14,,
mp-558641,2,,,
mp-558642,62,,,
mp-558645,62,,,
mp-558648,14,14,,
mp-558651,14,,,
mp-558658,194,,,
mp-558660,62,,,
mp-558663,2,,,
mp-558666,14,14,,
mp-558667,15,15,,
mp-558669,167,167,,
mp-558672,176,176,,
mp-558673,63,63,,
mp-558674,225,225,,
mp-558675,62,,,
mp-558680,2,,,
mp-558681,62,,,
mp-558687,62,,,
mp-558688,15,,,
mp-558690,63,63,,
mp-558692,14,,,
mp-558695,61,,,
mp-558697,14,,,
mp-558700,19,,,
mp-558702,194,194,,
mp-558703,2,,,
mp-558706,14,,,
mp-558707,59,,,
mp-558708,8,8,,
mp-558710,80,,,
mp-558711,15,,,
mp-558713,180,180,,
mp-558716,14,14,,
mp-558717,2,2,,
mp-558721,148,148,,
mp-558722,2,2,,
mp-558724,14,14,,
mp-558725,194,,,
mp-558728,42,,,
mp-558731,14,14,,
mp-558732,15,,,
mp-558733,15,,,
mp-558734,14,,,
mp-558736,62,,,
mp-558739,58,,,
mp-558740,173,173,,
mp-558747,2,2,,
mp-558748,12,12,,
mp-558749,221,221,,
mp-558751,15,,,
mp-558752,198,,,
mp-558753,145,145,,
mp-558754,14,,,
mp-558755,164,164,,
mp-558757,161,,,
mp-558759,2,,,
mp-558760,62,,,
mp-558763,61,,,
mp-558765,2,2,,
mp-558769,158,,,
mp-558770,14,,,
mp-558772,61,,,
mp-558773,62,62,,
mp-558775,87,,,
mp-558777,2,2,,
mp-558781,13,13,,
mp-558785,15,,,
mp-558792,62,,,
mp-558795,14,,,
mp-558798,11,,,
mp-558800,2,,,
mp-558801,11,11,,
mp-558802,15,15,15,15
mp-558804,33,,,
mp-558805,14,,,
mp-558806,61,,,
mp-558807,33,,,
mp-558808,1,1,,
mp-558815,70,,,
mp-558816,14,,,
mp-558824,64,64,64,64
mp-558825,2,,,
mp-558826,11,11,,
mp-558828,157,157,,
mp-558830,18,18,,
mp-558831,12,12,,
mp-558834,34,,,
mp-558835,148,,,
mp-558836,229,229,,
mp-558838,148,148,,
mp-558841,14,,,
mp-558842,14,,,
mp-558843,221,,,
mp-558844,62,,,
mp-558845,14,,,
mp-558846,85,,,
mp-558847,14,14,,
mp-558848,100,100,,
mp-558849,62,62,,
mp-558850,15,15,,
mp-558853,15,,,
mp-558855,2,2,2,2
mp-558859,33,,,
mp-558861,29,29,,
mp-558862,161,,,
mp-558863,14,,,
mp-558865,14,,,
mp-558867,61,,,
mp-558871,62,,,
mp-558875,2,,,
mp-558879,19,,,
mp-558883,62,,,
mp-558886,147,,,
mp-558888,14,,,
mp-558891,230,230,,
mp-558892,2,,,
mp-558893,15,,,
mp-558894,64,64,,
mp-558897,2,,,
mp-558907,36,,,
mp-558909,14,,,
mp-558910,2,2,,
mp-558917,4,,,
mp-558920,29,,,
mp-558923,19,,,
mp-558924,14,,,
mp-558928,136,136,,
mp-558930,9,9,,
mp-558931,226,,,
mp-558932,62,,,
mp-558933,165,,,
mp-558934,15,,,
mp-558938,62,,,
mp-558939,56,,,
mp-558940,62,62,,
mp-558941,14,14,,
mp-558943,2,2,,
mp-558944,2,,,
mp-558945,198,,,
mp-558946,2,2,,
mp-558947,129,,,
mp-558950,29,,,
mp-558951,14,,,
mp-558952,57,57,,
mp-558954,14,,,
mp-558956,14,,,
mp-558958,19,,1,1
mp-558959,2,2,,
mp-558963,62,,,
mp-558964,60,60,,
mp-558965,141,,,
mp-558966,167,,,
mp-558967,14,,,
mp-558968,33,,,
mp-558970,173,,,
mp-558972,62,,,
mp-558974,12,12,,
mp-558977,62,,,
mp-558979,2,,,
mp-558980,173,,,
mp-558981,14,,,
mp-558982,15,,,
mp-558984,14,14,,
mp-558985,15,15,,
mp-558986,142,,,
mp-558990,82,82,,
mp-558992,216,216,,
mp-558993,74,74,,
mp-558995,14,14,,
mp-558997,12,12,,
mp-559000,13,13,,
mp-559004,12,12,,
mp-559010,33,,,
mp-559012,2,2,,
mp-559019,62,,,
mp-559020,14,,,
mp-559025,12,12,,
mp-559027,14,,,
mp-559028,61,,,
mp-559029,14,,,
mp-559030,63,63,,
mp-559031,186,186,,
mp-559032,12,12,,
mp-559033,2,2,,
mp-559034,2,,,
mp-559037,15,,,
mp-559039,148,,,
mp-559041,2,2,,
mp-559043,4,4,,
mp-559044,186,186,,
mp-559046,14,,,
mp-559052,15,15,,
mp-559053,33,,,
mp-559054,92,,,
mp-559057,33,,,
mp-559059,15,15,,
mp-559061,11,11,,
mp-559062,62,62,,
mp-559063,2,2,,
mp-559064,58,,,
mp-559065,81,81,,
mp-559066,176,,,
mp-559067,58,58,,
mp-559068,2,2,,
mp-559070,14,,,
mp-559071,2,,,
mp-559081,15,15,,
mp-559083,14,,,
mp-559084,218,,,
mp-559085,19,,,
mp-559088,2,2,,
mp-559089,14,,,
mp-559091,182,182,,
mp-559092,155,,,
mp-559093,15,,,
mp-559097,14,,,
mp-559099,14,,,
mp-559100,14,,,
mp-559103,13,,,
mp-559104,14,,,
mp-559106,2,2,,
mp-559109,61,,,
mp-559111,73,,,
mp-559112,102,,,
mp-559113,148,,,
mp-559115,14,,,
mp-559118,12,12,,
mp-559119,2,,,
mp-559120,14,,,
mp-559122,113,113,,
mp-559123,63,63,,
mp-559125,145,145,145,145
mp-559126,2,,,
mp-559127,5,5,,
mp-559128,61,,,
mp-559129,14,,,
mp-559134,167,167,,
mp-559135,14,,,
mp-559136,14,,,
mp-559138,29,,,
mp-559139,14,,,
mp-559142,15,,,
mp-559143,2,2,,
mp-559144,4,4,,
mp-559145,163,,,
mp-559150,1,1,,
mp-559151,71,71,,
mp-559154,15,15,,
mp-559155,122,122,,
mp-559160,14,,,
mp-559162,14,,,
mp-559163,2,,,
mp-559166,14,14,,
mp-559168,14,,,
mp-559171,60,,,
mp-559172,62,,,
mp-559177,58,,,
mp-559178,12,12,,
mp-559182,14,,,
mp-559184,4,,,
mp-559185,82,,,
mp-559186,62,,,
mp-559188,15,15,15,15
mp-559195,2,2,,
mp-559196,15,,,
mp-559200,227,227,227,227
mp-559203,14,14,,
mp-559204,14,,,
mp-559207,14,,,
mp-559208,63,63,,
mp-559210,64,,,
mp-559212,14,,,
mp-559213,62,62,62,62
mp-559224,19,,,
mp-559227,14,14,,
mp-559228,61,,,
mp-559231,61,,,
mp-559233,14,,,
mp-559234,4,4,,
mp-559235,11,,,
mp-559237,15,15,,
mp-559238,62,62,,
mp-559240,31,31,,
mp-559242,66,66,,
mp-559243,12,,,
mp-559244,14,,,
mp-559246,166,,166,166
mp-559248,14,,,
mp-559250,62,,,
mp-559251,14,,,
mp-559252,33,62,,
mp-559254,2,2,,
mp-559256,186,186,,
mp-559257,14,,,
mp-559263,164,164,,
mp-559268,2,2,,
mp-559270,140,140,,
mp-559272,173,,,
mp-559273,180,,,
mp-559276,62,62,,
mp-559277,14,,,
mp-559278,194,,,
mp-559279,14,,,
mp-559281,14,,,
mp-559282,14,,,
mp-559283,26,,,
mp-559284,14,,,
mp-559286,218,,,
mp-559287,26,,,
mp-559288,20,20,,
mp-559289,15,15,,
mp-559291,14,,,
mp-559292,12,,,
mp-559294,14,,,
mp-559295,61,,,
mp-559296,11,11,,
mp-559298,130,,,
mp-559299,85,85,,
mp-559300,14,,,
mp-559301,85,85,,
mp-559303,14,,,
mp-559304,2,,,
mp-559307,62,,,
mp-559309,62,,,
mp-559311,173,,,
mp-559313,64,64,,
mp-559314,61,,,
mp-559318,62,,,
mp-559319,57,,,
mp-559325,194,,,
mp-559328,7,,,
mp-559330,36,,,
mp-559331,14,,,
mp-559332,14,14,,
mp-559335,15,15,,
mp-559336,11,,,
mp-559337,13,,,
mp-559346,190,,,
mp-559347,133,,,
mp-559348,167,167,,
mp-559349,14,,,
mp-559350,2,,,
mp-559352,229,229,,
mp-559356,61,,,
mp-559360,11,,,
mp-559362,2,,,
mp-559364,2,2,,
mp-559366,36,36,,
mp-559369,165,,,
mp-559373,5,5,,
mp-559375,7,,,
mp-559376,14,,,
mp-559377,19,,,
mp-559379,62,,,
mp-559383,14,,,
mp-559384,61,,,
mp-559385,62,62,,
mp-559386,63,,,
mp-559387,2,,,
mp-559390,173,173,,
mp-559391,4,4,,
mp-559393,14,,,
mp-559395,14,,,
mp-559400,166,,166,166
mp-559407,154,,,
mp-559415,2,,,
mp-559417,2,2,,
mp-559419,59,,,
mp-559420,14,,,
mp-559422,61,,,
mp-559423,29,,,
mp-559426,227,227,,
mp-559427,64,,,
mp-559430,2,2,,
mp-559431,19,19,,
mp-559432,2,2,2,2
mp-559433,14,,,
mp-559434,60,,,
mp-559436,14,,,
mp-559437,14,14,,
mp-559441,2,2,,
mp-559443,15,,,
mp-559445,10,2,,
mp-559446,140,140,140,140
mp-559447,186,,,
mp-559450,227,,,
mp-559451,165,,,
mp-559454,225,225,,
mp-559455,14,,,
mp-559456,12,,,
mp-559459,15,15,15,15
mp-559460,15,,,
mp-559462,14,,,
mp-559463,31,,,
mp-559464,61,,,
mp-559466,14,,,
mp-559469,2,2,,
mp-559470,129,129,,
mp-559473,167,167,167,167
mp-559474,62,,,
mp-559476,14,,14,14
mp-559477,15,,,
mp-559481,62,,,
mp-559482,227,227,,
mp-559485,2,,,
mp-559489,14,,,
mp-559493,61,,,
mp-559498,14,,,
mp-559500,161,161,,
mp-559502,40,,,
mp-559503,14,,,
mp-559505,14,,,
mp-559509,14,,,
mp-559510,13,,,
mp-559511,29,,,
mp-559513,62,62,,
mp-559514,186,186,,
mp-559516,62,,,
