material_id,MP_sg,OQMD_sg,AFLOW_sg_orig,AFLOW_sg_relax
mp-1095485,12,12,,
mp-1095493,205,205,205,205
mp-1095499,15,15,,
mp-1095506,155,155,,
mp-1095507,198,,,
mp-1095520,166,166,,
mp-1095529,11,11,,
mp-1095533,122,,,
mp-1095534,139,,,
mp-1095543,40,40,,
mp-1095571,88,,,
mp-1095584,14,,14,14
mp-1095586,63,63,,
mp-1095594,62,,,
mp-1095595,33,33,,
mp-1095603,62,,,
mp-1095614,62,,,
mp-1095616,63,,,
mp-1095618,205,205,,
mp-1095622,12,12,,
mp-1095633,139,,,
mp-1095634,14,14,,
mp-1095656,62,,,
mp-1096997,62,,,
mp-1097026,221,,,
mp-1100908,12,,,
mp-1101074,59,59,,
mp-1101093,123,123,,
mp-1101094,164,,,
mp-1101752,62,,,
mp-1101755,29,,29,29
mp-1101763,12,,,
mp-1101764,62,,,
mp-1101765,198,198,198,198
mp-1101781,63,,,
mp-1101793,11,,,
mp-1101801,63,,,
mp-1101818,63,,,
mp-1101828,62,,,
mp-1101836,11,11,,
mp-1101841,14,,,
mp-1101862,114,,,
mp-1101873,14,14,,
mp-1101885,12,,,
mp-1101890,14,,14,14
mp-1101891,14,,,
mp-1101894,14,14,,
mp-1101897,62,,,
mp-1101909,2,,,
mp-1101917,164,,,
mp-1101930,223,223,223,223
mp-1101933,11,,11,11
mp-1101971,14,,14,14
mp-1101972,62,,62,62
mp-1101981,12,12,,
mp-1101987,12,,,
mp-1101989,62,,,
mp-1102008,141,,,
mp-1102015,63,,,
mp-1102021,88,88,,
mp-1102033,62,,,
mp-1102038,205,205,,
mp-1102055,14,,,
mp-1102075,11,11,,
mp-1102077,63,63,,
mp-1102083,63,63,,
mp-1102087,62,62,,
mp-1102092,12,12,,
mp-1102093,62,62,62,62
mp-1102129,26,26,,
mp-1102146,63,63,,
mp-1102214,62,,62,62
mp-1102227,92,92,92,92
mp-1102232,198,,,
mp-1102246,62,,,
mp-1102254,12,12,12,12
mp-1102255,62,,,
mp-1102285,112,,,
mp-1102291,65,65,,
mp-1102297,63,,,
mp-1102332,62,,,
mp-1102384,62,62,62,62
mp-1102399,1,,,
mp-1102412,60,,60,60
mp-1102429,205,,205,205
mp-1102430,198,,,
mp-1102432,1,,,
mp-1102433,62,,,
mp-1102442,92,,,
mp-1102443,198,,,
mp-1102476,62,,,
mp-1102486,141,,,
mp-1102515,205,205,,
mp-1102516,36,,,
mp-1102523,36,36,,
mp-1102531,198,,198,198
mp-1102534,14,,,
mp-1102536,112,112,,
mp-1102545,11,,,
mp-1102571,11,11,,
mp-1102591,205,,,
mp-1102654,38,,,
mp-1102673,15,,,
mp-1102681,122,,122,122
mp-1102717,15,15,,
mp-1102743,205,205,,
mp-1102762,62,,,
mp-1102791,88,,,
mp-1102794,15,15,,
mp-1102830,11,,,
mp-1102849,63,,,
mp-1102857,14,,,
mp-1102911,62,,,
mp-1102924,36,36,,
mp-1102937,14,,,
mp-1102938,15,15,,
mp-1102952,62,,,
mp-1102961,2,2,2,2
mp-1102977,20,,,
mp-1102988,12,,,
mp-1102997,15,,,
mp-1103006,12,,,
mp-1103039,62,,,
mp-1103067,14,,14,14
mp-1103091,2,,,
mp-1103126,7,,,
mp-1103149,82,,,
mp-1103152,71,,,
mp-1103169,119,,,
mp-1103177,205,,205,205
mp-1103189,62,,,
mp-1103194,33,33,,
mp-1103213,14,,,
mp-1103217,62,,,
mp-1103226,14,14,,
mp-1103228,198,198,198,198
mp-1103261,29,,,
mp-1103275,63,,,
mp-1103290,164,,,
mp-1103295,150,150,150,150
mp-1103324,141,,,
mp-1103351,5,,,
mp-1103374,14,14,14,14
mp-1103379,12,12,,
mp-1103387,141,,,
mp-1103389,164,,,
mp-1103397,129,129,,
mp-1103398,62,,,
mp-1103408,36,36,,
mp-1103410,164,,,
mp-1103416,6,6,,
mp-1103424,1,,,
mp-1103427,205,,,
mp-1103452,147,,,
mp-1103471,62,,,
mp-1103472,139,139,,
mp-1103473,5,5,,
mp-1103475,11,11,,
mp-1103502,5,5,,
mp-1103508,164,,,
mp-1103510,227,227,227,227
mp-1103519,119,119,,
mp-1103520,12,12,,
mp-1103524,20,,,
mp-1103527,31,,,
mp-1103539,11,11,,
mp-1103552,66,66,,
mp-1103554,147,147,,
mp-1103561,227,227,227,227
mp-1103574,5,,,
mp-1103583,176,,,
mp-1103590,205,205,205,205
mp-1103592,4,,,
mp-1103603,176,176,,
mp-1103604,72,72,,
mp-1103648,2,2,,
mp-1103650,63,,,
mp-1103658,14,,,
mp-1103664,63,,,
mp-1103684,74,,,
mp-1103685,176,176,,
mp-1103709,40,,,
mp-1103722,66,66,66,66
mp-1103730,5,,,
mp-1103732,141,,,
mp-1103744,63,63,,
mp-1103771,147,,,
mp-1103779,63,,,
mp-1103791,227,227,227,227
mp-1103799,12,,,
mp-1103811,147,,,
mp-1103816,4,,4,4
mp-1103823,11,,,
mp-1103830,227,,,
mp-1103842,2,,,
mp-1103846,176,,,
mp-1103850,4,4,4,4
mp-1103865,148,,,
mp-1103867,9,,,
mp-1103888,225,,,
mp-1103889,66,66,,
mp-1103893,227,,227,227
mp-1103900,5,,,
mp-1103912,11,,,
mp-1103913,2,,,
mp-1103940,216,216,,
mp-1103950,2,,,
mp-1103956,176,,,
mp-1103970,15,,,
mp-1103982,227,227,,
mp-1103987,122,,,
mp-1103996,176,,176,176
mp-1104011,63,63,,
mp-1104024,12,12,12,12
mp-1104036,12,,,
mp-1104046,12,12,,
mp-1104053,227,227,227,227
mp-1104061,2,2,,
mp-1104062,66,,,
mp-1104073,111,,111,111
mp-1104125,227,227,,
mp-1104130,70,,,
mp-1104131,85,85,,
mp-1104135,70,70,,
mp-1104141,66,,66,66
mp-1104166,227,227,,
mp-1104167,66,66,66,66
mp-1104171,66,,,
mp-1104182,9,,,
mp-1104183,12,,,
mp-1104196,66,,,
mp-1104197,5,,,
mp-1104235,1,1,,
mp-1104242,176,176,176,176
mp-1104249,4,,,
mp-1104266,148,,,
mp-1104268,150,150,,
mp-1104271,161,,,
mp-1104293,14,,,
mp-1104298,11,,,
mp-1104318,148,,,
mp-1104323,15,,,
mp-1104326,141,,,
mp-1104357,15,,,
mp-1104362,12,,,
mp-1104363,164,,,
mp-1104369,15,,,
mp-1104378,66,66,,
mp-1104383,2,,,
mp-1104384,15,,,
mp-1104386,216,216,,
mp-1104390,8,,,
mp-1104403,187,,,
mp-1104411,12,,,
mp-1104424,139,139,,
mp-1104429,20,19,,
mp-1104440,15,,,
mp-1104448,15,15,,
mp-1104455,42,,,
mp-1104460,51,,,
mp-1104469,63,63,,
mp-1104471,139,,,
mp-1104511,1,,,
mp-1104518,176,,,
mp-1104543,11,11,,
mp-1104560,227,,,
mp-1104569,66,,,
mp-1104586,160,,,
mp-1104599,15,,,
mp-1104615,2,,,
mp-1104659,14,,,
mp-1104663,176,,176,176
mp-1104686,157,157,,
mp-1104693,127,127,,
mp-1104707,26,,,
mp-1104717,14,,,
mp-1104726,227,,,
mp-1104737,148,,,
mp-1104768,79,,,
mp-1104777,12,12,,
mp-1104788,15,,,
mp-1104810,66,,,
mp-1104812,12,12,,
mp-1104833,14,,,
mp-1104843,31,,,
mp-1104849,97,,,
mp-1104860,227,227,,
mp-1104863,82,,,
mp-1104872,150,,,
mp-1104874,82,,,
mp-1104888,31,,,
mp-1104926,11,,,
mp-1104942,139,139,,
mp-1105005,12,,,
mp-1105046,2,,,
mp-1105072,66,66,,
mp-1105091,2,,,
mp-1105094,62,,,
mp-1105095,14,,,
mp-1105100,14,,,
mp-1105104,2,,,
mp-1105105,186,,,
mp-1105117,217,,,
mp-1105118,4,,,
mp-1105136,4,,,
mp-1105141,4,,,
mp-1105142,4,,,
mp-1105143,15,,,
mp-1105151,12,,,
mp-1105170,176,,,
mp-1105176,2,,,
mp-1105187,136,,,
mp-1105189,31,,,
mp-1105197,15,,,
mp-1105198,15,,,
mp-1105199,4,,,
mp-1105201,44,,,
mp-1105202,36,,,
mp-1105212,2,,,
mp-1105213,4,,,
mp-1105223,14,,,
mp-1105225,14,,,
mp-1105229,33,,,
mp-1105235,12,,,
mp-1105239,4,,,
mp-1105248,220,,,
mp-1105252,220,,,
mp-1105268,176,,,
mp-1105272,14,,,
mp-1105273,2,,,
mp-1105276,14,,,
mp-1105280,62,,,
mp-1105287,12,,,
mp-1105290,217,,,
mp-1105291,7,,,
mp-1105293,33,,,
mp-1105298,46,,,
mp-1105300,4,,,
mp-1105302,14,,,
mp-1105326,62,,,
mp-1105328,2,,,
mp-1105333,220,,,
mp-1105350,2,,,
mp-1105354,129,129,,
mp-1105368,63,,,
mp-1105386,176,,,
mp-1105392,220,,,
mp-1105399,87,,,
mp-1105400,220,,,
mp-1105406,14,,,
mp-1105409,15,,,
mp-1105411,15,,,
mp-1105440,4,,,
mp-1105449,4,,,
mp-1105453,2,,,
mp-1105456,2,,,
mp-1105484,36,36,,
mp-1105496,72,,,
mp-1105510,14,,,
mp-1105527,31,,,
mp-1105528,12,12,,
mp-1105530,11,11,,
mp-1105532,15,,,
mp-1105535,11,,,
mp-1105542,225,225,,
mp-1105549,62,,,
mp-1105550,2,2,,
mp-1105560,204,,,
mp-1105573,2,,,
mp-1105578,14,,,
mp-1105583,148,,,
mp-1105593,2,,,
mp-1105594,220,,,
mp-1105595,44,,,
mp-1105616,11,,,
mp-1105618,167,,,
mp-1105622,140,140,,
mp-1105628,15,,,
mp-1105635,15,,,
mp-1105641,205,205,,
mp-1105645,63,63,,
mp-1105647,167,,,
mp-1105650,14,,,
mp-1105655,221,,221,221
mp-1105681,60,60,60,60
mp-1105684,70,,,
mp-1105692,15,,,
mp-1105694,63,,,
mp-1105695,220,,,
mp-1105696,11,,,
mp-1105697,14,,,
mp-1105698,2,,2,2
mp-1105699,62,,62,62
mp-1105700,15,15,,
mp-1105706,148,,,
mp-1105715,62,,,
mp-1105724,36,,,
mp-1105728,14,14,14,14
mp-1105750,2,2,,
mp-1105765,62,62,62,62
mp-1105767,10,,,
mp-1105775,15,15,,
mp-1105780,159,186,159,159
mp-1105785,14,,,
mp-1105788,62,,,
mp-1105790,2,,2,2
mp-1105808,148,,,
mp-1105811,14,,,
mp-1105819,62,,,
mp-1105821,70,,,
mp-1105822,62,,,
mp-1105827,220,,,
mp-1105845,19,,,
mp-1105857,152,,,
mp-1105866,14,,,
mp-1105876,8,8,8,8
mp-1105877,157,157,,
mp-1105888,62,,,
mp-1105890,8,,,
mp-1105893,220,220,,
mp-1105914,62,62,,
mp-1105915,14,,,
mp-1105917,204,,,
mp-1105922,36,,,
mp-1105931,11,,,
mp-1105932,215,215,215,215
mp-1105934,2,,,
mp-1105938,12,12,,
mp-1105940,11,11,11,11
mp-1105944,4,4,,
mp-1105952,15,,,
mp-1105955,220,,,
mp-1105961,62,62,,
mp-1105968,36,36,36,36
mp-1106012,11,,,
mp-1106019,15,,,
mp-1106025,166,,,
mp-1106045,19,,,
mp-1106049,194,,,
mp-1106051,220,,,
mp-1106068,204,,,
mp-1106074,2,,,
mp-1106080,176,,,
mp-1106089,46,,,
mp-1106094,14,,,
mp-1106095,62,,,
mp-1106096,36,,,
mp-1106099,14,,,
mp-1106114,155,,,
mp-1106119,62,,,
mp-1106127,36,,,
mp-1106146,36,,,
mp-1106155,14,,,
mp-1106156,72,,,
mp-1106168,20,,,
mp-1106172,36,,,
mp-1106181,14,,,
mp-1106183,33,33,,
mp-1106201,15,,,
mp-1106224,62,,,
mp-1106227,15,,,
mp-1106233,40,,,
mp-1106239,9,,,
mp-1106241,129,,,
mp-1106249,166,,,
mp-1106253,62,,,
mp-1106254,11,,,
mp-1106265,2,,,
mp-1106277,155,,,
mp-1106279,14,,14,14
mp-1106282,2,,,
mp-1106290,62,,62,62
mp-1106292,64,64,,
mp-1106293,62,62,,
mp-1106294,11,,,
mp-1106310,31,,,
mp-1106352,163,,,
mp-1106356,227,227,227,227
mp-1106358,62,,,
mp-1106359,140,,,
mp-1106363,220,,,
mp-1106367,57,,,
mp-1106381,14,,,
mp-1106386,4,4,4,4
mp-1106389,116,,,
mp-1106392,2,,,
mp-1134064,9,,,
mp-1153970,194,194,,
mp-1172828,60,,,
mp-1172870,12,12,,
mp-1173391,63,,,
mp-1173798,43,,,
mp-1176368,15,,,
mp-1178119,142,,,
mp-1178386,14,,14,14
mp-1178609,14,,,
mp-1178703,62,,,
mp-1178765,14,,,
mp-1178787,130,,,
mp-1178789,5,5,,
mp-1178791,14,,,
mp-1178823,5,,,
mp-1178826,12,,,
mp-1178905,62,,,
mp-1178940,14,,,
mp-1178948,14,,,
mp-1178953,176,,,
mp-1178989,14,14,,
mp-1179064,15,,,
mp-1179089,62,,,
mp-1179094,63,62,,
mp-1179109,205,,,
mp-1179114,62,,,
mp-1179120,14,,,
mp-1179125,19,,,
mp-1179129,15,,,
mp-1179147,31,,,
mp-1179173,62,,,
mp-1179195,15,,,
mp-1179227,173,,,
mp-1179236,124,,,
mp-1179240,165,,,
mp-1179307,88,,,
mp-1179320,15,,,
mp-1179360,2,,,
mp-1179380,203,,,
mp-1179419,14,,,
mp-1179439,29,,,
mp-1179542,29,,,
mp-1179548,15,,,
mp-1179552,11,,,
mp-1179562,62,,,
mp-1179570,12,,,
mp-1179601,58,,,
mp-1179653,14,,,
mp-1179690,62,,,
mp-1179708,74,,,
mp-1179716,15,15,,
mp-1179722,18,,,
mp-1179724,63,,,
mp-1179727,15,,,
mp-1179817,14,,,
mp-1179822,61,,,
mp-1179832,139,,139,123
mp-1179835,141,,,
mp-1179866,2,2,,
mp-1179870,26,,,
mp-1179896,14,,,
mp-1179996,14,,,
mp-1180053,2,,,
mp-1180065,176,,,
mp-1180094,33,,,
mp-1180130,14,,,
mp-1180133,216,216,,
mp-1180138,74,,,
mp-1180167,62,,,
mp-1180168,14,,,
mp-1180198,15,,,
mp-1180203,2,,,
mp-1180215,152,,,
mp-1180216,63,,,
mp-1180310,63,,,
mp-1180312,72,72,72,72
mp-1180313,19,,,
mp-1180329,19,,,
mp-1180345,33,,,
mp-1180362,44,,,
mp-1180390,205,,,
mp-1180434,95,,,
mp-1180453,15,,,
mp-1180460,8,,,
mp-1180470,57,,,
mp-1180473,62,,,
mp-1180494,173,,,
mp-1180502,14,,,
mp-1180527,14,,,
mp-1180529,2,,,
mp-1180537,205,,,
mp-1180547,15,15,,
mp-1180551,33,,,
mp-1180571,60,,,
mp-1180573,33,,,
mp-1180593,14,,,
mp-1180608,85,85,,
mp-1180616,12,,,
mp-1180667,36,36,,
mp-1180675,148,,,
mp-1180682,19,,,
mp-1180690,62,62,,
mp-1180702,148,148,,
mp-1180708,45,,,
mp-1180715,14,,,
mp-1180782,72,,,
mp-1180833,176,,,
mp-1180838,15,,,
mp-1180864,18,,,
mp-1180933,41,,,
mp-1180937,14,,,
mp-1180943,55,,,
mp-1180946,55,,,
mp-1180967,2,,,
mp-1180982,15,,,
mp-1181006,19,,,
mp-1181024,14,,,
mp-1181025,14,,,
mp-1181057,2,,,
mp-1181058,12,,,
mp-1181066,2,,,
mp-1181119,15,,,
mp-1181147,2,,,
mp-1181173,11,,,
mp-1181188,19,,,
mp-1181193,128,,,
mp-1181198,62,62,,
mp-1181214,14,14,,
mp-1181219,15,,,
mp-1181245,19,,,
mp-1181265,62,,,
mp-1181280,148,,,
mp-1181308,14,14,,
mp-1181336,62,,,
mp-1181355,14,,,
mp-1181385,14,,,
mp-1181396,15,,,
mp-1181398,150,1,,
mp-1181462,19,,,
mp-1181480,13,,,
mp-1181488,14,,,
mp-1181552,74,,,
mp-1181559,61,,,
mp-1181584,43,,,
mp-1181596,1,1,,
mp-1181615,11,,,
mp-1181664,14,,,
mp-1181682,204,,204,204
mp-1181702,11,11,,
mp-1181715,15,,,
mp-1181729,12,12,,
mp-1181733,14,,,
mp-1181739,2,,,
mp-1181747,62,,,
mp-1181768,62,62,,
mp-1181770,14,,,
mp-1181782,110,,,
mp-1181784,2,2,,
mp-1181787,43,,,
mp-1181809,15,,,
mp-1181810,4,,,
mp-1181812,84,84,,
mp-1181918,12,12,,
mp-1181942,70,,,
mp-1181976,61,,,
mp-1181994,19,,,
mp-1182001,12,12,,
mp-1182037,36,,,
mp-1182053,129,,,
mp-1182061,216,216,,
mp-1182065,43,,,
mp-1182074,8,,8,8
mp-1182082,2,,,
mp-1182086,33,,,
mp-1182092,60,,,
mp-1182093,13,,,
mp-1182126,14,,,
mp-1182139,62,,,
mp-1182186,129,,,
mp-1182212,61,,,
mp-1182273,14,,,
mp-1182283,14,,,
mp-1182304,11,,,
mp-1182310,172,,,
mp-1182326,1,,,
mp-1182381,61,,,
mp-1182384,14,,,
mp-1182429,33,,,
mp-1182450,15,,,
mp-1182511,124,,,
mp-1182533,230,,,
mp-1182535,12,,,
mp-1182613,61,,,
mp-1182617,148,,,
mp-1182625,14,,,
mp-1182629,14,,,
mp-1182662,137,,,
mp-1182712,2,,,
mp-1182721,15,,,
mp-1182729,14,,,
mp-1182772,1,1,,
mp-1182773,62,62,62,62
mp-1182867,65,12,,
mp-1182869,62,,,
mp-1182999,4,,,
mp-1183012,43,,,
mp-1183029,15,,,
mp-1183246,63,63,63,63
mp-1183302,14,14,,
mp-1183370,62,,,
mp-1183402,161,,,
mp-1183513,120,120,,
mp-1183664,2,2,,
mp-1183955,87,87,,
mp-1184020,6,6,,
mp-1184037,62,62,,
mp-1184118,140,140,,
mp-1184928,41,,,
mp-1185232,62,,,
mp-1185531,15,,,
mp-1185571,43,43,,
mp-1185576,62,62,,
mp-1185821,56,56,,
mp-1186069,176,,,
mp-1186277,36,36,,
mp-1186715,2,2,,
mp-1187172,62,62,,
mp-1187832,2,2,,
mp-1187892,225,225,,
mp-1188089,70,,,
mp-1188093,15,,,
mp-1188095,62,62,,
mp-1188115,140,,,
mp-1188121,4,4,,
mp-1188122,36,,,
mp-1188124,15,,,
mp-1188133,70,,,
mp-1188145,62,,,
mp-1188146,60,,,
mp-1188155,62,,,
mp-1188168,18,,,
mp-1188169,15,,,
mp-1188175,62,62,62,62
mp-1188193,62,,,
mp-1188199,11,,,
mp-1188218,57,,,
mp-1188220,217,,,
mp-1188225,62,,,
mp-1188228,116,116,,
mp-1188254,2,,,
mp-1188267,227,227,227,227
mp-1188269,14,,,
mp-1188279,4,4,,
mp-1188304,36,,,
mp-1188316,186,,,
mp-1188318,31,31,,
mp-1188323,62,,,
mp-1188344,15,,,
mp-1188346,62,,,
mp-1188347,215,,215,215
mp-1188364,15,,,
mp-1188385,74,,,
mp-1188388,2,,,
mp-1188392,33,,,
mp-1188409,62,,,
mp-1188411,60,,,
mp-1188427,70,,,
mp-1188440,102,,,
mp-1188463,15,,,
mp-1188465,140,140,,
mp-1188466,62,,,
mp-1188475,63,,,
mp-1188477,138,,,
mp-1188485,141,,,
mp-1188532,62,,,
mp-1188535,2,,,
mp-1188547,220,,,
mp-1188559,19,,,
mp-1188562,15,,,
mp-1188566,2,,,
mp-1188581,82,,,
mp-1188582,12,12,,
mp-1188599,220,,,
mp-1188608,220,,,
mp-1188637,140,,,
mp-1188645,62,,,
mp-1188648,2,,,
mp-1188652,19,,,
mp-1188655,60,,60,60
mp-1188662,19,19,,
mp-1188666,220,,,
mp-1188681,198,198,,
mp-1188683,33,33,,
mp-1188687,11,,,
mp-1188689,11,,,
mp-1188700,2,2,,
mp-1188724,62,,,
mp-1188728,160,,,
mp-1188729,15,,,
mp-1188730,11,,,
mp-1188765,129,,129,129
mp-1188784,31,31,,
mp-1188793,14,,,
mp-1188821,84,,,
mp-1188827,31,,,
mp-1188828,62,,,
mp-1188829,11,11,,
mp-1188841,166,166,,
mp-1188845,70,,,
mp-1188862,11,,,
mp-1188875,167,,,
mp-1188913,2,2,,
mp-1188937,14,,,
mp-1188939,167,,,
mp-1188957,167,,,
mp-1188970,225,,,
mp-1188979,15,,,
mp-1188981,220,,,
mp-1188985,12,,,
mp-1189005,2,,,
mp-1189013,2,,,
mp-1189016,14,,,
mp-1189018,12,,,
mp-1189020,43,,,
mp-1189047,62,,,
mp-1189051,36,,,
mp-1189054,15,,,
mp-1189056,31,,,
mp-1189069,11,,,
mp-1189074,63,,,
mp-1189091,160,160,,
mp-1189092,2,,,
mp-1189095,152,,,
mp-1189105,14,14,,
mp-1189125,70,,,
mp-1189135,220,,,
mp-1189150,204,,,
mp-1189158,12,,,
mp-1189171,33,,,
mp-1189177,11,11,11,11
mp-1189190,62,,,
mp-1189196,62,,62,62
mp-1189199,220,,,
mp-1189200,19,,,
mp-1189209,70,,,
mp-1189227,43,,,
mp-1189240,74,,,
mp-1189242,36,,,
mp-1189258,2,,,
mp-1189265,62,,,
mp-1189272,14,14,,
mp-1189285,15,,,
mp-1189296,33,33,,
mp-1189305,15,,,
mp-1189307,11,,,
mp-1189310,220,,,
mp-1189318,70,,,
mp-1189339,36,,36,36
mp-1189341,15,,,
mp-1189343,63,,,
mp-1189356,19,,,
mp-1189365,86,,86,86
mp-1189372,4,4,,
mp-1189376,2,,,
mp-1189383,31,31,,
mp-1189393,33,,,
mp-1189398,4,,,
mp-1189408,14,,,
mp-1189427,225,,,
mp-1189428,63,,,
mp-1189432,14,14,,
mp-1189434,11,,,
mp-1189438,2,2,,
mp-1189443,29,29,,
mp-1189451,33,33,33,33
mp-1189460,225,225,,
mp-1189464,15,,,
mp-1189488,15,,,
mp-1189491,132,132,,
mp-1189505,53,,,
mp-1189516,14,14,,
mp-1189520,11,,,
mp-1189528,14,,,
mp-1189564,40,40,,
mp-1189572,2,,2,2
mp-1189594,63,,,
mp-1189598,36,,,
mp-1189600,11,,,
mp-1189614,62,,,
mp-1189617,220,,,
mp-1189625,166,166,,
mp-1189633,31,,,
mp-1189644,11,,,
mp-1189645,148,,,
mp-1189646,33,,,
mp-1189653,12,12,,
mp-1189669,167,,,
mp-1189702,7,,,
mp-1189708,148,,,
mp-1189719,8,,,
mp-1189729,2,,,
mp-1189731,33,,,
mp-1189736,14,,,
mp-1189739,36,,,
mp-1189748,70,,,
mp-1189757,55,,,
mp-1189780,116,116,,
mp-1189787,4,,,
mp-1189790,204,,,
mp-1189791,70,,,
mp-1189809,14,,,
mp-1189811,204,,,
mp-1189817,57,,,
mp-1189831,36,36,,
mp-1189850,2,2,,
mp-1189857,84,,,
mp-1189858,139,,69,69
mp-1189860,36,,,
mp-1189886,12,12,,
mp-1189897,137,,,
mp-1189906,14,,,
mp-1189914,7,,,
mp-1189929,14,58,,
mp-1189936,15,,,
mp-1189960,62,,,
mp-1189965,164,,,
mp-1189974,11,11,,
mp-1189979,12,,,
mp-1189986,15,,,
mp-1190003,5,,,
mp-1190015,31,31,,
mp-1190020,2,,,
mp-1190021,2,,,
mp-1190024,167,,,
mp-1190030,220,,,
mp-1190046,2,,,
mp-1190080,217,,217,217
mp-1190087,36,36,,
mp-1190089,13,,,
mp-1190093,36,,,
mp-1190098,62,,,
mp-1190111,15,15,,
mp-1190124,60,60,60,60
mp-1190125,82,,,
mp-1190132,11,,,
mp-1190138,9,,,
mp-1190141,14,,,
mp-1190145,9,,,
mp-1190146,9,,,
mp-1190148,2,,,
mp-1190151,167,,,
mp-1190152,2,,,
mp-1190156,2,,,
mp-1190160,15,,,
mp-1190171,62,,62,62
mp-1190176,96,,96,96
mp-1190177,2,,,
mp-1190181,150,,,
mp-1190183,63,,,
mp-1190185,74,,,
mp-1190186,61,,,
mp-1190188,63,,,
mp-1190190,61,,,
mp-1190195,15,15,,
mp-1190199,2,,,
mp-1190203,2,,,
mp-1190209,13,,,
mp-1190222,5,,,
mp-1190228,2,,,
mp-1190242,5,,,
mp-1190244,33,,,
mp-1190245,227,,227,227
mp-1190246,227,,,
mp-1190250,84,,,
mp-1190252,63,,,
mp-1190260,58,,,
mp-1190279,148,,,
mp-1190284,166,,,
mp-1190295,63,,,
mp-1190296,189,,,
mp-1190310,62,,,
mp-1190311,5,5,,
mp-1190319,227,,,
mp-1190320,167,,,
mp-1190321,150,,,
mp-1190323,63,,,
mp-1190325,15,,,
mp-1190334,12,,,
mp-1190335,2,,,
mp-1190336,2,,,
mp-1190339,186,,,
mp-1190340,150,,,
mp-1190341,2,,,
mp-1190352,15,15,,
mp-1190359,43,,,
mp-1190360,14,,,
mp-1190364,15,,,
mp-1190366,173,,,
mp-1190367,2,,,
mp-1190370,63,,,
mp-1190371,74,,,
mp-1190373,113,,,
mp-1190380,62,,,
mp-1190383,64,,,
mp-1190384,14,,,
mp-1190385,2,,,
mp-1190388,43,,,
mp-1190390,70,,,
mp-1190394,186,,,
mp-1190395,216,,,
mp-1190396,2,,,
mp-1190399,9,,,
mp-1190401,15,,,
mp-1190404,167,,,
mp-1190406,33,,,
mp-1190416,150,,,
mp-1190417,39,,,
mp-1190421,63,,,
mp-1190423,2,,,
mp-1190427,14,,,
mp-1190433,15,,,
mp-1190436,12,,,
mp-1190441,198,,,
mp-1190442,14,,,
mp-1190450,36,,,
mp-1190451,2,,,
mp-1190452,2,,,
mp-1190453,9,,,
mp-1190454,2,,,
mp-1190455,63,,,
mp-1190457,167,,,
mp-1190458,2,,,
mp-1190470,2,,,
mp-1190472,63,,,
mp-1190475,2,,,
mp-1190476,140,,,
mp-1190486,167,,,
mp-1190487,43,,,
mp-1190488,15,,,
mp-1190498,150,,,
mp-1190500,14,,,
mp-1190505,2,,,
mp-1190512,40,,,
mp-1190513,15,,,
mp-1190516,63,,,
mp-1190517,2,,,
mp-1190524,15,,,
mp-1190527,2,,,
mp-1190528,62,,,
mp-1190533,192,192,192,192
mp-1190534,12,,,
mp-1190540,173,,,
mp-1190543,15,,,
mp-1190545,113,113,,
mp-1190548,12,,,
mp-1190549,15,,,
mp-1190551,11,,,
mp-1190554,11,11,,
mp-1190556,1,,,
mp-1190561,15,,,
mp-1190562,5,,,
mp-1190564,14,,,
mp-1190565,5,,,
mp-1190566,62,,,
mp-1190568,19,,,
mp-1190570,62,,,
mp-1190571,5,,,
mp-1190574,62,,62,62
mp-1190577,14,14,,
mp-1190579,2,,,
mp-1190588,148,,,
mp-1190593,62,,,
mp-1190594,15,,,
mp-1190598,15,15,,
mp-1190600,63,63,,
mp-1190607,15,,,
mp-1190619,70,70,,
mp-1190622,19,,19,19
mp-1190623,62,,,
mp-1190625,12,,,
mp-1190633,2,,,
mp-1190635,189,189,,
mp-1190639,2,,,
mp-1190647,14,,,
mp-1190649,8,8,8,8
mp-1190650,227,,,
mp-1190655,13,13,,
mp-1190663,55,,,
mp-1190675,62,,,
mp-1190680,119,119,,
mp-1190682,2,2,,
mp-1190685,19,,19,19
mp-1190687,60,,,
mp-1190698,14,,,
mp-1190699,167,167,167,167
mp-1190717,146,146,,
mp-1190721,173,,,
mp-1190726,2,,,
mp-1190733,167,167,,
mp-1190734,122,,,
mp-1190744,167,,,
mp-1190751,15,15,,
mp-1190753,61,,,
mp-1190761,19,,,
mp-1190767,182,,,
mp-1190778,2,,,
mp-1190779,62,,,
mp-1190780,174,,,
mp-1190782,186,,,
mp-1190785,63,63,,
mp-1190789,173,173,,
mp-1190796,173,,,
mp-1190797,173,,,
mp-1190809,109,109,,
mp-1190817,14,14,,
mp-1190822,15,,,
mp-1190824,14,,,
mp-1190827,113,,,
mp-1190834,62,,,
mp-1190837,2,,,
mp-1190838,62,,,
mp-1190839,13,,,
mp-1190842,186,,,
mp-1190845,227,,,
mp-1190858,2,,,
mp-1190864,12,,,
mp-1190869,62,62,,
mp-1190870,6,,,
mp-1190879,1,,,
mp-1190882,13,13,,
mp-1190886,62,62,,
mp-1190889,62,62,,
mp-1190897,63,63,,
mp-1190898,5,5,,
mp-1190900,36,36,,
mp-1190901,7,,,
mp-1190907,186,,,
mp-1190911,157,157,,
mp-1190914,57,,,
mp-1190915,166,166,,
