Band gap,Band gap-units,Band gap-conditions,Band gap-methods,Band gap-dataType,Band gap energy (E$_g^{expt}$),Band gap energy (E$_g^{expt}$)-units,Band gap energy (E$_g^{expt}$)-dataType,Band gap energy (E$_g^{GW}$),Band gap energy (E$_g^{GW}$)-units,Band gap energy (E$_g^{GW}$)-methods,Band gap energy (E$_g^{DFT+U}$),Band gap energy (E$_g^{DFT+U}$)-units,Band gap energy (E$_g^{DFT+U}$)-methods,chemicalFormula,references,Crystallinity,Structure,Crystal structure
3.8,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cd1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.01,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.41,eV,,,EXPERIMENTAL,,,,,,,,,,In1p1,[{'doi': '10.1063/1.3253115'}],,,
0.65,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Pd1P2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.02,eV,"{'name': 'Temperature', 'scalars': [{'value': '8'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cu1Br1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.22,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.67,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Tl1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Os1S2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.31,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Pb1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.05,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Fe1Sb2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.11,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Pt1Sb2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.58,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Mn1Al3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
5.503,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '90'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,C,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
8.4,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Na1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.46,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Tl1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Bi2Se3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.45,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pb1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.23,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Ag2S1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.05,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In1Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.85,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Fe1Si2,[{'doi': '10.1063/1.3253115'}],,,
5.92,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.35,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Mn1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.68,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,I,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
6.25,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cd1I2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Na3Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.73,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.22,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mg2Sn1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.31,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Electroreflection'},EXPERIMENTAL,,,,,,,,,,Zn1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.62,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2Te3,[{'doi': '10.1063/1.3253115'}],Amorphous,,
1.68,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Cs3Sb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.53,eV,"{'name': 'Temperature', 'scalars': [{'value': '873'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Yb2O3,[{'doi': '10.1063/1.3253115'}],,,
3.468,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Tl1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.07,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Cu1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.386,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '250'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,Cd1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.45,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1As2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.72,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi2S3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.16,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.028,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ag2Te1,[{'doi': '10.1063/1.3253115'}],,,
0.024,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,Bi,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '355'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Na2Te1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.7,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cu2S1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,SeS,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.33,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '5'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mg2Sn1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Eu1Te1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Fe2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
4.42,eV,"{'name': 'Temperature', 'scalars': [{'value': '113'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sr1Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '290'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cd1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.65,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Eu1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.89,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si1P2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.919,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.28,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Mn1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
6.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Rb1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Mn1O1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.97,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.15,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Cd1P4,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.25,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mo1S2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,La2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.84,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Tl1Se1,[{'doi': '10.1063/1.3253115'}],,,
2.07,eV,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.82,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pb1Cl2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.92,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Sb2S3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
10.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K1F1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
6.28,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Nd1B6,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.285,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '90'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.98,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.346,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Magnetoreflection'},EXPERIMENTAL,,,,,,,,,,As,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.548,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mg2Ge1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
6.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sc2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.97,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
6.37,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G8 to G6+'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '10'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cs1I1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ce1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.4,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Si1C1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.84,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1Te1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.63,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Gd1As1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.39,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si1C1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.45,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.59,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
6.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K1I1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ho1N1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.65,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Al1P1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Er1Te1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,As2Se3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.319,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Electroreflection'},EXPERIMENTAL,,,,,,,,,,Ge0.838Si0.162,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.93,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Cu2S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
7.95,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Li1Br1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.71,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sb2S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.17,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Fe1Sb2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K3Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.58,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G25 to G12'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Cu2O1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
10.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Na1F1,[{'doi': '10.1063/1.3253115'}],,,
1.62,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.15,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Cr2Se3,[{'doi': '10.1063/1.3253115'}],,,
1.62,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Er1N1,[{'doi': '10.1063/1.3253115'}],,,
7.18,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}]",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Cs1Br1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.821,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cd1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.37,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.12,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,In2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.8,eV,"{'name': 'Temperature', 'scalars': [{'value': '293'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Pd1Te2,[{'doi': '10.1063/1.3253115'}],,,
2.86,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Bi2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.58,eV,"{'name': 'Temperature', 'scalars': [{'value': '113'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ba1Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.86,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pb1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
7.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '55'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Li1Br1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
