,jarvis_bg_tbmbj,jarvis_bg_opt,jarvis_spillage
11177,,,
11178,,,
11179,,,
11180,,5.6785,
11181,,,
11182,,,
11183,,2.7549,
11184,,,
11185,3.9303,3.4739,
11186,,,
11187,,,
11188,,0.1925,0.611
11189,,,
11190,,,
11191,,,
11192,,,
11193,,,
11194,,,
11195,,,
11196,,,
11197,,,
11198,,,
11199,,,
11200,,,
11201,,,
11202,,,
11203,,,
11204,1.936,1.0867,
11205,,,
11206,,,
11207,,,
11208,2.7606,1.7904,
11209,,,
11210,,3.365,
11211,,,
11212,,,
11213,,,
11214,,,
11215,,,
11216,,,
11217,6.9308,5.773,
11218,,,
11219,,,
11220,,,
11221,,,
11222,,,
11223,,,
11224,,,
11225,,4.2592,
11226,,,
11227,,,
11228,,,
11229,,4.5814,
11230,,,
11231,,2.3951,
11232,,,
11233,,,
11234,,,
11235,4.7342,3.7176,
11236,,,
11237,,,
11238,,,
11239,,,
11240,,,
11241,,1.9218,
11242,,,
11243,,,
11244,,,
11245,,,
11246,,,
11247,,,
11248,,,
11249,,1.0206,
11250,,,
11251,,,
11252,,,
11253,,,
11254,,,
11255,,,
11256,,,
11257,,,
11258,,,
11259,,,
11260,,1.7554,
11261,,,
11262,,,
11263,,,
11264,,,
11265,,,
11266,,,
11267,,,
11268,,,
11269,,,
11270,,,
11271,,,
11272,,,
11273,,,
11274,,,
11275,,,
11276,,,
11277,,,
11278,,,
11279,,,
11280,,,
11281,,,
11282,,,
11283,,,
11284,,,
11285,,1.0391,
11286,,,
11287,,,
11288,,,
11289,4.9794,2.8589,
11290,,,
11291,,,
11292,,,
11293,,,
11294,,,
11295,,,
11296,4.7509,3.6978,
11297,,1.8657,
11298,,,
11299,,,
11300,,,
11301,3.5958,2.0963,
11302,,,
11303,,,
11304,,,
11305,,,
11306,,,
11307,,,
11308,,,
11309,,,
11310,,,
11311,,,
11312,,1.6055,
11313,5.1515,3.8160000000000003,
11314,,,
11315,3.1564,2.6638,
11316,,,
11317,,0.8443,
11318,,,
11319,,0.3677,
11320,,,
11321,,,
11322,,,
11323,1.5146,1.1085,
11324,,,
11325,4.378,3.5497,
11326,,,
11327,,,
11328,,,
11329,,,
11330,,,
11331,6.9913,5.1055,
11332,,,
11333,,,
11334,,,
11335,,,
11336,,,
11337,,,
11338,,,
11339,,,
11340,,,
11341,,,
11342,,,
11343,,8.1493,
11344,,,
11345,,,
11346,,,
11347,,,
11348,,,
11349,,,
11350,2.5738,1.8693,
11351,,0.6558,
11352,2.9215,2.3934,
11353,,,
11354,,,
11355,,4.1723,
11356,2.9933,1.9217,
11357,,,
11358,,,
11359,,,
11360,,,
11361,,,
11362,,,
11363,,,
11364,,,
11365,,,
11366,,,
11367,,2.0555,
11368,,,
11369,,,
11370,,,
11371,,,
11372,,,
11373,,,
11374,,,
11375,,,
11376,,,
11377,,,
11378,,,
11379,,,
11380,,,
11381,,,
11382,,,
11383,,,
11384,,1.5426,
11385,,,
11386,,,
11387,,,
11388,,,
11389,,,
11390,,1.0227,
11391,,,
11392,,,
11393,,,
11394,,,
11395,,,
11396,,,
11397,,0.5682,
11398,,,
11399,,,
11400,,,
11401,,,
11402,,1.7291,
11403,,,
11404,,,
11405,,0.5242,
11406,,,
11407,,,
11408,,,
11409,,,
11410,,,
11411,,,
11412,,,
11413,,,
11414,,,
11415,,,
11416,,,
11417,,,
11418,,,
11419,,,
11420,,,
11421,,,
11422,,,
11423,,,
11424,,,
11425,,,
11426,,,
11427,,,
11428,,,
11429,,,
11430,,,
11431,,,
11432,4.792,3.2687,
11433,,4.1444,
11434,,,
11435,,,
11436,,,
11437,,,
11438,,1.2033,
11439,,,
11440,,,
11441,,,
11442,,,
11443,,,
11444,3.6242,1.9695,
11445,,,
11446,,5.2161,
11447,,,
11448,,,
11449,,,
11450,,,
11451,,,
11452,8.3988,5.7014,
11453,2.7829,2.2064,
11454,,,
11455,,,
11456,,,
11457,,2.8819,
11458,,,
11459,7.2129,4.6798,
11460,,,
11461,,,
11462,,,
11463,,,
11464,,,
11465,6.4518,4.1925,
11466,,,
11467,8.7027,5.9937,
11468,,,
11469,,3.7058,
11470,,,
11471,,4.2019,
11472,,,
11473,3.2483,2.539,
11474,,,
11475,,,
11476,,,
11477,3.1899,2.2532,
11478,,2.5812,
11479,,,
11480,,,
11481,1.0585,0.6341,
11482,,,
11483,,,
11484,,,
11485,,,
11486,,,
11487,,,
11488,,,
11489,,,
11490,,7.2045,
11491,,,
11492,,,
11493,,,
11494,,,
11495,,,
11496,,,
11497,,,
11498,,,
11499,,,
11500,,,
11501,,4.2725,
11502,,,
11503,,,
11504,,,
11505,,,
11506,,,
11507,,,
11508,,,
11509,,,
11510,,,
11511,,,
11512,,3.8225,
11513,,,
11514,,,
11515,2.2938,1.7223,
11516,,,
11517,,,
11518,,,
11519,,,
11520,,,
11521,,,
11522,,5.1022,
11523,,,
11524,,2.3344,
11525,,1.2515,
11526,,,
11527,,,
11528,,,
11529,,,
11530,,4.5014,
11531,,,
11532,,,
11533,,4.2476,
11534,,2.1038,
11535,,,
11536,6.3862,4.6157,
11537,,,
11538,,,
11539,,,
11540,,,
11541,,,
11542,,,
11543,,,
11544,,,
11545,1.1456,0.7307,
11546,,4.1364,
11547,,,
11548,,3.3886,
11549,3.261,2.5773,
11550,,2.0463,
11551,,,
11552,,3.7573,
11553,,4.1613,
11554,,,
11555,,,
11556,,,
11557,,,
11558,,,
11559,,,
11560,2.2704,1.1693,
11561,,,
11562,,,
11563,6.6687,5.4815,
11564,4.2448,3.0141,
11565,,,
11566,,5.2906,
11567,,,
11568,,,
11569,,,
11570,,,
11571,6.7775,4.9477,
11572,,,
11573,,,
11574,,2.8456,
11575,,,
11576,,,
11577,,,
11578,,1.3821,
11579,,,
11580,,,
11581,,,
11582,,,
11583,,,
11584,,,
11585,,,
11586,,,
11587,,,
11588,,,
11589,,0.5588,
11590,,,
11591,,,
11592,,,
11593,,,
11594,,,
11595,,,
11596,,,
11597,,,
11598,,,
11599,,,
11600,,,
11601,,,
11602,,,
11603,,,
11604,,5.7375,
11605,,,
11606,,,
11607,,3.6463,
11608,,,
11609,,,
11610,,1.6888,
11611,4.5466,2.3593,
11612,,,
11613,,,
11614,,,
11615,,,
11616,8.8614,5.6798,
11617,,,
11618,,,
11619,,,
11620,8.142000000000001,5.5026,
11621,,3.7673,
11622,,,
11623,4.3031,3.2725,
11624,,,
11625,6.506,2.375,
11626,,,
11627,,,
11628,,,
11629,,,
11630,,,
11631,,,
11632,,,
11633,,,
11634,,,
11635,,,
11636,,,
11637,,,
11638,,,
11639,,,
11640,,,
11641,,,
11642,,,
11643,,,
11644,,0.6729,0.117
11645,,5.9153,
11646,,,
11647,,,
11648,,,
11649,,,
11650,2.4290000000000003,1.706,
11651,,2.1064,
11652,,,
11653,,,
11654,,,
11655,5.0324,3.3101,
11656,,,
11657,,,
11658,,,
11659,,,
11660,,,
11661,,,
11662,,,
11663,,,
11664,,,
11665,,,
11666,,,
11667,,,
11668,,,
11669,,,
11670,,,
11671,,,
11672,,,
11673,3.6764,3.2680000000000002,
11674,,0.3684,
11675,,,
11676,,,
11677,4.3036,3.2791,
11678,,,
11679,,,
11680,8.0184,5.6727,
11681,2.5580000000000003,1.5016,
11682,,,
11683,,,
11684,,1.6274,
11685,,,
11686,,,
11687,,,
11688,,,
11689,8.3117,5.5808,
11690,,,
11691,,3.2361,
11692,,,
11693,,,
11694,,,
11695,,2.6732,
11696,2.2635,1.9695,
11697,,,
11698,,,
11699,,,
11700,,,
11701,,,
11702,,,
11703,,,
11704,,,
11705,,,
11706,,,
11707,,,
11708,,2.0818,
11709,,,
11710,,,
11711,,,
11712,,,
11713,,,
11714,,,
11715,,0.865,
11716,,,
11717,,,
11718,,,
11719,,,
11720,,,
11721,,,
11722,,,
11723,,,
11724,,,
11725,,,
11726,,,
11727,,0.7125,
11728,,,
11729,,,
11730,,,
11731,,,
11732,,,
11733,7.4339,5.4721,
11734,,,
11735,,,
11736,,2.0865,
11737,2.1297,1.6886,
11738,,,
11739,0.0269,0.8124,
11740,,,
11741,,,
11742,,,
11743,,,
11744,,,
11745,,,
11746,,,
11747,,,
11748,,,
11749,,,
11750,,,
11751,,,
11752,,,
11753,,,
11754,,,
11755,,,
11756,,,
11757,,,
11758,,,
11759,,,
11760,,,
11761,3.593,2.0943,
11762,,,
11763,,,
11764,,,
11765,,,
11766,,,
11767,,,
11768,,,
11769,,,
11770,3.3053,3.0667,
11771,,2.6683,
11772,,,
11773,,,
11774,,,
11775,,,
11776,,,
11777,,,
11778,,,
11779,,,
11780,,,
11781,,,
11782,,,
11783,,,
11784,,,
11785,,,
11786,,,
11787,,,
11788,,,
11789,,,
11790,,,
11791,,,
11792,,,
11793,,,
11794,1.6956,0.9012,
11795,,4.6794,
11796,,1.9379,
11797,,,
11798,,,
11799,,,
11800,,,
11801,,,
11802,,,
11803,,,
11804,,,
11805,,,
11806,,2.4217,
11807,,,
11808,5.4254,3.897,
11809,,,
11810,,,
11811,,,
11812,,,
11813,,,
11814,5.3852,4.2623,
11815,,,
11816,,3.2731,
11817,,,
11818,,,
11819,,,
11820,,,
11821,,,
11822,2.2324,1.9652,
11823,,,
11824,,,
11825,2.8559,2.171,
11826,2.3528,2.0559,
11827,2.4516,2.213,
11828,,,
11829,2.4414,2.3116,
11830,,,
11831,,,
11832,,,
11833,,,
11834,,3.128,
11835,,4.3491,
11836,,,
11837,1.2364,0.7128,
11838,,5.6911,
11839,,4.1386,
11840,,,
11841,,,
11842,,0.5546,
11843,,,
11844,,,
11845,,,
11846,,3.1394,
11847,,,
11848,7.8853,6.0354,
11849,,,
11850,,,
11851,,,
11852,,,
11853,,,
11854,,,
11855,2.5994,1.5724,
11856,,,
11857,,,
11858,1.0717,0.8482,
11859,,,
11860,,,
11861,2.3856,1.7365,
11862,,,
11863,,,
11864,,,
11865,,,
11866,,,
11867,,,
11868,,,
11869,5.4948,4.0345,
11870,,,
11871,5.0235,3.05,
11872,,,
11873,,,
11874,,,
11875,7.0073,3.5257,
11876,,,
11877,,,
11878,,,
11879,,,
11880,,,
11881,,,
11882,3.2066,2.4136,
11883,,1.9657,
11884,,,
11885,,0.1113,0.732
11886,,,
11887,5.1922,3.5473,
11888,2.7373,1.5679,
11889,,,
11890,3.7521,3.0856,
11891,5.4576,3.407,
11892,,,
11893,,,
11894,,,
11895,,,
11896,,,
11897,,,
11898,,,
11899,,,
11900,,,
11901,,,
11902,,,
11903,,,
11904,,,
11905,,1.4051,
11906,,,
11907,,,
11908,1.5993,1.4301,
11909,,,
11910,,,
11911,,,
11912,,,
11913,,4.1354,
11914,,,
11915,,,
11916,2.8618,2.2911,
11917,,,
11918,,,
11919,,,
11920,,,
11921,6.5904,4.7238,
11922,,,
11923,,4.4403,
11924,,,
11925,,,
11926,,,
11927,,,
11928,,,
11929,,0.5229,
11930,,,
11931,7.507000000000001,5.3486,
11932,,2.2175,
11933,,,
11934,,,
11935,,,
11936,,,
11937,,,
11938,,,
11939,8.5117,5.8337,
11940,,3.4389,
11941,,,
11942,,,
11943,1.3021,0.799,
11944,,,
11945,4.651,3.4019999999999997,
11946,,,
11947,,,
11948,,,
11949,,,
11950,,,
11951,4.0643,2.4697,
11952,,,
11953,,,
11954,,0.6439,0.361
11955,,,
11956,,,
11957,1.8389,1.6381,
11958,,,
11959,,,
11960,,,
11961,,,
11962,,,
11963,1.5634,1.3356,
11964,,,
11965,,,
11966,,,
11967,3.2638,2.6423,
11968,,,
11969,,,
11970,,,
11971,,7.6367,
11972,,2.1252,
11973,,,
11974,,,
11975,,,
11976,,,
11977,7.5169,4.324,
11978,,4.3609,
11979,,,
11980,,,
11981,1.5338,1.0698,
11982,,2.7928,
11983,,,
11984,,,
11985,,,
11986,3.8019,2.9033,
11987,,,
11988,5.9804,4.8648,
11989,,,
11990,,,
11991,,,
11992,,,
11993,,,
11994,,,
11995,,,
11996,,,
11997,,,
11998,,,
11999,,,
12000,,,
12001,,,
12002,,,
12003,2.4476,1.4029,
12004,,,
12005,,,
12006,,,
12007,,,
12008,,,
12009,,,
12010,,4.7705,
12011,,,
12012,,,
12013,,,
12014,,,
12015,2.9217,1.964,
12016,,,
12017,,3.0211,
12018,,,
12019,8.5298,5.8716,
12020,,,
12021,,,
12022,,,
12023,,2.4427,
12024,,,
12025,2.2474,2.0697,
12026,,,
12027,,2.1717,
12028,1.889,1.2213,
12029,,,
12030,,,
12031,,,
12032,,,
12033,,,
12034,,1.9728,
12035,,,
12036,,,
12037,,,
12038,,,
12039,,,
12040,5.0341,1.5445,
12041,,,
12042,,,
12043,,,
12044,,3.0887,
12045,,,
12046,,,
12047,,,
12048,,,
12049,,3.0238,
12050,,,
12051,,4.9304,
12052,,,
12053,,,
12054,,4.9413,
12055,,,
12056,,4.0646,
12057,,,
12058,,,
12059,4.6206,2.9187,
12060,,,
12061,,,
12062,,,
12063,,,
12064,,,
12065,,,
12066,,,
12067,,,
12068,,,
12069,,1.639,
12070,,,
12071,,,
12072,,,
12073,,,
12074,,1.7265,
12075,,,
12076,,,
12077,,,
12078,,,
12079,,,
12080,,,
12081,,,
12082,,,
12083,,,
12084,,,
12085,,,
12086,,,
12087,,0.8034,
12088,,,
12089,,,
12090,,,
12091,,,
12092,,,
12093,,3.1153,
12094,1.4463,0.9704,
12095,,,
12096,6.0164,4.3574,
12097,,1.8684,
12098,,,
12099,,,
12100,,,
12101,3.5748,2.5449,
12102,,,
12103,,,
12104,,,
12105,,,
12106,,,
12107,,,
12108,,,
12109,,,
12110,,,
12111,,1.9693,
12112,,,
12113,,,
12114,,,
12115,,,
12116,,,
12117,2.147,1.6005,
12118,,5.6192,
12119,,,
12120,,,
12121,,0.3606,
12122,,,
12123,,,
12124,,,
12125,,,
12126,,,
12127,,0.8121,
12128,,,
12129,,,
12130,,,
12131,,3.5566,
12132,,,
12133,,,
12134,3.443,1.6518,
12135,,,
12136,,,
12137,,,
12138,,,
12139,,,
12140,,3.2392,
12141,,,
12142,,,
12143,,,
12144,1.9498,1.6204,
12145,,5.0282,
12146,,,
12147,,,
12148,,,
12149,,,
12150,,,
12151,,,
12152,,,
12153,12.3601,8.212,
12154,,,
12155,1.6509,1.5041,
12156,,,
12157,,,
12158,,,
12159,,,
12160,,,
12161,,,
12162,,,
12163,,,
12164,,,
12165,3.8061,3.0971,
12166,,,
12167,,,
12168,,,
12169,,,
12170,,,
12171,1.9005,1.294,
12172,,,
12173,,,
12174,,,
12175,,,
12176,,,
12177,,0.2028,
12178,,,
12179,,,
12180,,,
12181,8.3899,5.5869,
12182,2.5078,1.359,
12183,,,
12184,,,
12185,,,
12186,,,
12187,,,
12188,,,
12189,2.4259,2.0171,
12190,,,
12191,,,
12192,,,
12193,,,
12194,,,
12195,1.8198,0.8377,
12196,,,
12197,,,
12198,,,
12199,,4.2221,
12200,,4.1646,
12201,,,
12202,,5.4154,
12203,,,
12204,,,
12205,,,
12206,,,
12207,,1.7344,
12208,,,
12209,,,
12210,,,
12211,4.4119,3.4726,
12212,,,
12213,,,
12214,,,
12215,,,
12216,,,
12217,,2.577,
12218,,,
12219,,,
12220,,1.5694,
12221,,,
12222,,,
12223,,,
12224,,,
12225,,,
12226,,,
12227,,,
12228,,,
12229,1.3718,0.5094,0.278
12230,4.3435,3.3413,
12231,,,
12232,,,
12233,,1.6237,
12234,,,
12235,3.2703,2.611,
12236,,,
12237,,,
12238,,,
12239,,,
12240,,,
12241,,3.4636,
12242,,,
12243,,,
12244,,2.8366,
12245,,1.7437,
12246,,,
12247,,2.1326,
12248,,,
12249,,,
12250,,,
12251,,,
12252,,,
12253,,,
12254,,,
12255,4.3933,3.0746,
12256,,,
12257,,,
12258,,,
12259,,,
12260,6.4104,4.0266,
12261,,,
12262,,,
12263,2.6591,1.2678,
12264,4.4282,3.4317,
12265,,,
12266,,,
12267,,,
12268,,,
12269,2.2864,1.7309999999999999,
12270,,,
12271,,,
12272,,,
12273,3.4065,2.3713,
12274,3.3661,2.2374,
12275,,,
12276,,,
12277,5.6618,4.1361,
12278,,,
12279,,,
12280,,,
12281,4.7153,3.3369999999999997,
12282,,,
12283,,,
12284,,,
12285,,,
12286,,,
12287,,,
12288,,,
12289,,,
12290,,,
12291,,,
12292,,,
12293,5.8455,3.7513,
12294,,1.2475,
12295,,,
12296,1.5504,0.79,
12297,,3.7838,
12298,,,
12299,,,
12300,,,
12301,,,
12302,,,
12303,,,
12304,,6.5667,
12305,0.4524,1.212,
12306,,,
12307,,,
12308,,,
12309,,,
12310,,,
12311,,,
12312,,,
12313,,,
12314,,,
12315,,,
12316,,,
12317,,2.965,
12318,,4.9155,
12319,,,
12320,,,
12321,,,
12322,,,
12323,,,
12324,10.2559,8.4578,
12325,,,
12326,,,
12327,,,
12328,,,
12329,,,
12330,,,
12331,2.1641,1.1602,
12332,,,
12333,,1.7077,
12334,,,
12335,5.8052,2.0356,
12336,,,
12337,,,
12338,,,
12339,,,
12340,,,
12341,,,
12342,,,
12343,,,
12344,,,
12345,,,
12346,,,
12347,,,
12348,,,
12349,,,
12350,,,
12351,,,
12352,,,
12353,,,
12354,,,
12355,,,
12356,,0.4873,
12357,,,
12358,8.8943,6.1049,
12359,,,
12360,,,
12361,,,
12362,,,
12363,,,
12364,,,
12365,,,
12366,,,
12367,,,
12368,,,
12369,,1.5824,
12370,,,
12371,,,
12372,,,
12373,,4.374,
12374,,,
12375,,,
12376,,,
12377,,,
12378,,,
12379,,,
12380,,,
12381,,,
12382,,,
12383,,,
12384,,,
12385,,,
12386,,,
12387,,,
12388,,,
12389,,,
12390,5.2497,4.0948,
12391,,,
12392,4.7937,3.4039,
12393,6.2792,3.8168,
12394,,,
12395,,,
12396,,,
12397,,,
12398,,,
12399,,7.581,
12400,,,
12401,,,
12402,,,
12403,,,
12404,,,
12405,,,
12406,,,
12407,,,
12408,,,
12409,,,
12410,,,
12411,,,
12412,,1.7458,
12413,8.8111,5.5059,
12414,6.9344,5.1454,
12415,,,
12416,,,
12417,,,
12418,,,
12419,,,
12420,,,
12421,,,
12422,,3.9504,
12423,,,
12424,,,
12425,3.5515,3.115,
12426,,,
12427,,,
12428,5.2589999999999995,3.4874,
12429,,,
12430,,,
12431,,,
12432,,,
12433,,,
12434,,,
12435,,,
12436,8.1107,5.7188,
12437,,,
12438,,,
12439,,,
12440,,,
12441,,,
12442,,,
12443,,2.5097,
12444,,,
12445,,,
12446,,,
12447,,,
12448,,4.8011,
12449,,,
12450,,,
12451,,,
12452,,,
12453,,,
12454,,,
12455,,,
12456,,,
12457,,,
12458,6.609,5.8325,
12459,,,
12460,,,
12461,,,
12462,,,
12463,,,
12464,4.5037,3.5603,
12465,,,
12466,,,
12467,,,
12468,,,
12469,,,
12470,,,
12471,,,
12472,,,
12473,,,
12474,,,
12475,,,
12476,,,
12477,,,
12478,,,
12479,,,
12480,,,
12481,,,
12482,5.065,4.0686,
12483,,,
12484,,,
12485,,,
12486,,,
12487,,,
12488,,,
12489,,,
12490,,,
12491,,,
12492,,,
12493,,,
12494,,,
12495,,,
12496,,,
12497,,,
12498,,,
12499,,7.7674,
12500,2.7772,2.2504,
12501,3.7043,2.9854,
12502,0.5238,0.6313,0.046
12503,,,
12504,,1.0036,
12505,4.6971,4.1506,
12506,1.1746,0.9005,
12507,,,
12508,,,
12509,,,
12510,,,
12511,,,
12512,,,
12513,,,
12514,,,
12515,,,
12516,4.4437,3.5893,
12517,,,
12518,,,
12519,,,
12520,,,
12521,,,
12522,,,
12523,,,
12524,,,
12525,,,
12526,,,
12527,,,
12528,,,
12529,,,
12530,,,
12531,,,
12532,,,
12533,,,
12534,,,
12535,,,
12536,,,
12537,,,
12538,,,
12539,,2.2756,
12540,,,
12541,,,
12542,,,
12543,4.0063,2.4244,
12544,,,
12545,,,
12546,,,
12547,,,
12548,,,
12549,,,
12550,,,
12551,,,
12552,,,
12553,,2.4337,
12554,,,
12555,,,
12556,,,
12557,,,
12558,,,
12559,,,
12560,,,
12561,,,
12562,,,
12563,,,
12564,,,
12565,,,
12566,,,
12567,,,
12568,,,
12569,,,
12570,,,
12571,,,
12572,,,
12573,,0.1691,
12574,,,
12575,,,
12576,,1.9781,
12577,,,
12578,,,
12579,,,
12580,,,
12581,,,
12582,8.4333,5.9415,
12583,1.5671,0.4685,0.058
12584,2.8835,1.1674,
12585,,,
12586,3.7118,2.6482,
12587,,,
12588,3.5475,2.5261,
12589,,,
12590,,,
12591,,,
12592,,,
12593,,0.9813,
12594,,,
12595,,,
12596,,,
12597,,,
12598,,,
12599,,,
12600,,0.6488,
12601,,,
12602,,,
12603,,,
12604,,,
12605,,,
12606,2.4251,2.0715,
12607,,,
12608,,,
12609,,,
12610,,,
12611,,,
12612,,,
12613,,,
12614,,,
12615,,,
12616,,,
12617,,,
12618,,,
12619,,2.2799,
12620,,1.6641,
12621,,,
12622,,,
12623,,,
12624,,,
12625,,3.9606,
12626,,,
12627,,,
12628,,,
12629,8.5061,5.5433,
12630,7.1409,6.2121,
12631,,,
12632,,,
12633,,,
12634,,,
12635,,,
12636,,,
12637,2.6827,1.5555,
12638,,,
12639,,,
12640,,,
12641,,,
12642,,,
12643,,,
12644,,,
12645,,,
12646,,,
12647,,,
12648,,,
12649,,,
12650,,,
12651,,,
12652,,,
12653,,,
12654,,,
12655,,,
12656,,,
12657,,,
12658,,,
12659,,2.8758,
12660,,,
12661,,,
12662,4.5114,4.2844,
12663,,,
12664,,,
12665,,,
12666,,3.498,
12667,,,
12668,,,
12669,,,
12670,,,
12671,,,
12672,,,
12673,,,
12674,3.5107,2.4965,
12675,,,
12676,,,
12677,,,
12678,,,
12679,,,
12680,,,
12681,,,
12682,,,
12683,,3.6871,
12684,,,
12685,,,
12686,,,
12687,,,
12688,,,
12689,,,
12690,,,
12691,2.5028,1.8526,
12692,,,
12693,,,
12694,,,
12695,,,
12696,8.2171,6.5085,
12697,3.4336,2.6835,
12698,,,
12699,,2.3303,
12700,,,
12701,4.2273,3.177,
12702,,,
12703,,,
12704,,,
12705,,,
12706,,,
12707,,,
12708,,2.1218,
12709,,,
12710,1.3619,1.2512,
12711,,2.2405,
12712,,,
12713,,0.9736,
12714,,,
12715,,,
12716,,,
12717,,,
12718,,,
12719,,,
12720,,,
12721,,,
12722,,,
12723,,,
12724,6.8222,4.1708,
12725,,,
12726,,,
12727,,4.0584,
12728,,,
12729,,,
12730,,,
12731,,,
12732,,,
12733,,,
12734,1.7326,1.3427,
12735,,,
12736,,,
12737,,,
12738,,,
12739,,,
12740,,,
12741,,,
12742,,,
12743,,,
12744,,,
12745,,,
12746,,,
12747,,,
12748,,,
12749,,,
12750,,,
12751,,,
12752,,,
12753,,,
12754,,,
12755,,,
12756,,,
12757,,,
12758,,,
12759,1.0221,0.3247,0.099
12760,,,
12761,,,
12762,,,
12763,4.9561,3.6316,
12764,,,
12765,,,
12766,8.2412,3.5588,
12767,,,
12768,,,
12769,4.8998,3.4402,
12770,,,
12771,,5.3475,
12772,,,
12773,,3.784,
12774,,,
12775,,,
12776,,,
12777,,,
12778,,,
12779,,,
12780,,,
12781,,,
12782,,0.4022,
12783,,,
12784,,,
12785,,,
12786,,,
12787,,,
12788,4.6833,3.7853,
12789,,,
12790,,,
12791,,,
12792,6.4576,4.8548,
12793,,,
12794,,,
12795,,,
12796,4.3399,3.2696,
12797,,,
12798,,,
12799,0.9648,0.7897,
12800,,,
12801,,,
12802,,,
12803,,,
12804,,,
12805,,,
12806,,,
12807,,,
12808,,,
12809,,,
12810,6.5853,4.3987,
12811,,,
12812,,,
12813,,,
12814,,,
12815,,,
12816,,,
12817,,,
12818,,,
12819,2.5617,1.9302,
12820,2.8828,2.6757,
12821,,,
12822,5.3896,4.7852,
12823,,,
12824,,,
12825,,,
12826,,,
12827,,,
12828,,0.78,
12829,,,
12830,,,
12831,,,
12832,,4.6298,
12833,3.8053,3.0762,
12834,,,
12835,,,
12836,,3.0773,
12837,,,
12838,2.3365,1.5752,
12839,,,
12840,,,
12841,,,
12842,,,
12843,,,
12844,,,
12845,,,
12846,,,
12847,,,
12848,,,
12849,8.8854,5.6771,
12850,,,
12851,,3.9419999999999997,
12852,,,
12853,,,
12854,,,
12855,,,
12856,,1.9101,
12857,,,
12858,,,
12859,,,
12860,,,
12861,,,
12862,,,
12863,,,
12864,,,
12865,,,
12866,,,
12867,2.3391,1.6293,
12868,,0.6562,
12869,,,
12870,,,
12871,,,
12872,,6.192,
12873,,2.589,
12874,,,
12875,,,
12876,,3.7425,
12877,,1.3284,
12878,,,
12879,,,
12880,,,
12881,,2.9231,
12882,,,
12883,,,
12884,,,
12885,,,
12886,,,
12887,,,
12888,,,
12889,,,
12890,,,
12891,,,
12892,,,
12893,,1.0149,
12894,,,
12895,,,
12896,,,
12897,,,
12898,6.665,4.9267,
12899,,,
12900,,,
12901,,,
12902,,,
12903,,0.9755,
12904,,,
12905,1.1552,0.507,0.016
12906,,,
12907,,,
12908,,,
12909,,,
12910,,5.3778,
12911,6.5182,4.5843,
12912,,,
12913,1.3346,1.2382,
12914,,,
12915,,,
12916,,,
12917,,,
12918,,,
12919,,,
12920,,,
12921,,,
12922,,,
12923,,,
12924,,,
12925,,,
12926,,,
12927,,,
12928,,,
12929,1.4911,1.1938,
12930,1.6586,1.5362,
12931,4.0764,3.4112,
12932,,,
12933,,,
12934,,,
12935,,,
12936,1.4241,1.2778,
12937,,,
12938,,,
12939,,,
12940,,,
12941,,,
12942,,,
12943,,,
12944,,,
12945,,,
12946,,,
12947,,,
12948,,,
12949,,,
12950,,,
12951,,,
12952,2.4909,1.9459,
12953,,,
12954,3.6153,2.6552,
12955,,,
12956,,3.0757,
12957,,,
12958,,,
12959,,,
12960,,,
12961,,,
12962,,,
12963,,,
12964,,,
12965,,,
12966,,,
12967,,,
12968,,,
12969,,,
12970,,,
12971,,,
12972,,,
12973,,,
12974,,,
12975,,,
12976,,,
12977,,0.0763,
12978,,,
12979,,,
12980,,,
12981,,,
12982,,,
12983,,,
12984,,,
12985,,1.7608,
12986,,,
12987,,,
12988,,,
12989,,,
12990,,,
12991,,,
12992,,,
12993,,,
12994,,,
12995,,,
12996,,1.3501,
12997,,,
12998,,,
12999,,,
13000,,,
13001,,,
13002,,,
13003,2.2197,1.5492,
13004,,,
13005,,,
13006,11.1814,7.8954,
13007,,,
13008,,,
13009,,,
13010,,2.4631,
13011,,,
13012,,,
13013,,,
13014,,,
13015,,1.3019,
13016,,,
13017,1.0417,0.8569,
13018,,,
13019,,,
13020,,,
13021,,,
13022,,,
13023,,,
13024,,,
13025,,,
13026,,,
13027,,,
13028,,0.6747,
13029,,,
13030,,,
13031,,,
13032,,,
13033,,1.2465,
13034,,,
13035,9.4418,5.4929,
13036,,,
13037,,,
13038,3.2443,1.5545,
13039,,4.3992,
13040,,,
13041,,,
13042,,,
13043,,,
13044,,,
13045,,,
13046,,,
13047,,,
13048,,,
13049,,,
13050,,,
13051,,,
13052,,,
13053,,,
13054,,,
13055,,,
13056,,,
13057,8.1481,5.0518,
13058,,,
13059,,,
13060,,,
13061,,,
13062,,,
13063,,,
13064,,,
13065,8.1311,5.8337,
13066,,,
13067,,,
13068,,,
13069,2.3375,1.7652,
13070,,,
13071,,,
13072,,,
13073,,,
13074,,,
13075,1.9282,1.0737,
13076,,,
13077,,,
13078,,4.4891,
13079,,6.4077,
13080,,,
13081,,,
13082,,,
13083,6.7224,5.125,
13084,,,
13085,,,
13086,,,
13087,,,
13088,,,
13089,,,
13090,,,
13091,,,
13092,,,
13093,3.9102,2.8532,
13094,,,
13095,,,
13096,,,
13097,,,
13098,,,
13099,,,
13100,2.3775,1.2064,
13101,,,
13102,,,
13103,,,
13104,,,
13105,,,
13106,,,
13107,,,
