,jarvis_bg_tbmbj,jarvis_bg_opt,jarvis_spillage
7800,1.1096,0.9689,
7801,3.9648,3.258,
7802,,,
7803,,,
7804,,,
7805,,,
7806,2.783,1.5482,
7807,,,
7808,,,
7809,,1.3628,
7810,,1.1377,
7811,,,
7812,,,
7813,,,
7814,2.5082,1.7116,
7815,,,
7816,,,
7817,,,
7818,,,
7819,,,
7820,,,
7821,,,
7822,,,
7823,,,
7824,,,
7825,,4.7839,
7826,,,
7827,,,
7828,2.628,2.2982,
7829,,2.7505,
7830,,,
7831,,,
7832,,,
7833,,,
7834,,,
7835,,0.8715,
7836,,,
7837,,,
7838,2.2541,1.713,
7839,,,
7840,,,
7841,,,
7842,,,
7843,,,
7844,,,
7845,,,
7846,2.7008,2.5643,
7847,3.458,2.4795,
7848,,,
7849,,,
7850,0.8554,0.2397,0.064
7851,0.9645,0.7398,
7852,,,
7853,,,
7854,,,
7855,,,
7856,,,
7857,,,
7858,,,
7859,,,
7860,,,
7861,,,
7862,,,
7863,,,
7864,,4.2742,
7865,,,
7866,,,
7867,6.1814,4.891,
7868,,,
7869,,,
7870,,,
7871,,1.473,
7872,,,
7873,,,
7874,,,
7875,,,
7876,,,
7877,,,
7878,,,
7879,,,
7880,,,
7881,0.0081,0.2477,
7882,,,
7883,,,
7884,,0.5503,0.38
7885,0.8101,0.529,0.407
7886,,,
7887,,,
7888,1.0267,0.8977,
7889,,,
7890,,,
7891,,0.6234,
7892,,,
7893,,,
7894,,,
7895,,,
7896,,,
7897,,,
7898,,,
7899,,,
7900,,2.2412,
7901,,,
7902,,,
7903,,,
7904,,,
7905,,,
7906,,,
7907,,,
7908,,,
7909,,,
7910,,,
7911,,,
7912,,,
7913,,,
7914,,,
7915,,,
7916,4.1532,3.2019,
7917,,,
7918,,,
7919,,,
7920,,,
7921,,2.083,
7922,,,
7923,,,
7924,,,
7925,,,
7926,,,
7927,2.0266,1.3632,
7928,,,
7929,,,
7930,,,
7931,,,
7932,,5.3273,
7933,1.1388,0.6343,2.072
7934,1.1512,0.5959,2.081
7935,,,
7936,,,
7937,,,
7938,,,
7939,,,
7940,,,
7941,,,
7942,,,
7943,,,
7944,,,
7945,,,
7946,,,
7947,5.3398,4.7949,
7948,2.2597,1.4271,
7949,2.4074,1.4728,
7950,,,
7951,1.2335,0.6704,
7952,,,
7953,,,
7954,,,
7955,,,
7956,,,
7957,2.0926,1.3202,
7958,,,
7959,,,
7960,,,
7961,4.7346,3.6859,
7962,,,
7963,,,
7964,,2.4614,
7965,,0.3136,
7966,,,
7967,,,
7968,,,
7969,,,
7970,,,
7971,,,
7972,,1.8014,
7973,,,
7974,,,
7975,,,
7976,,,
7977,,,
7978,,,
7979,,,
7980,,,
7981,,,
7982,,,
7983,,,
7984,,,
7985,,,
7986,2.8731,1.3122,
7987,,,
7988,,,
7989,,,
7990,,,
7991,,,
7992,,,
7993,,,
7994,,,
7995,,,
7996,,,
7997,,,
7998,,,
7999,,,
8000,,,
8001,4.3816,2.7929,
8002,6.1025,4.4114,
8003,,,
8004,,,
8005,,,
8006,,,
8007,,,
8008,,,
8009,,,
8010,,,
8011,2.5639,1.7013,
8012,,,
8013,,,
8014,,,
8015,,,
8016,,,
8017,,,
8018,,5.4077,
8019,,,
8020,,1.0792,
8021,,,
8022,,,
8023,2.1891,1.8847,
8024,,,
8025,4.3911,3.1228,
8026,,1.3912,
8027,,,
8028,,,
8029,,,
8030,2.7277,1.9708,
8031,,,
8032,,,
8033,,,
8034,,,
8035,,,
8036,3.8182,2.0234,
8037,,,
8038,,1.432,
8039,,,
8040,,,
8041,,,
8042,,,
8043,,,
8044,,,
8045,,,
8046,,,
8047,,,
8048,0.7168,0.767,0.156
8049,,0.3284,0.477
8050,,,
8051,,,
8052,,,
8053,2.0795,1.5166,
8054,2.7036,2.0644,
8055,,1.7737,
8056,3.1223,2.1346,
8057,,,
8058,,,
8059,,,
8060,,,
8061,,1.7402,
8062,,,
8063,3.9801,3.2853,
8064,1.0686,0.9018,
8065,,,
8066,5.0029,3.9122,
8067,,,
8068,,,
8069,1.0206,0.8168,
8070,0.9027,0.8035,
8071,,,
8072,,,
8073,,,
8074,,,
8075,,,
8076,2.3942,1.5941,
8077,,,
8078,,,
8079,,,
8080,,,
8081,4.0558,2.2351,
8082,5.2835,4.2766,
8083,,,
8084,,,
8085,,,
8086,,,
8087,3.9117,2.8277,
8088,1.6945,1.1012,
8089,,,
8090,,,
8091,,1.7559,
8092,1.5624,1.01,
8093,,,
8094,,,
8095,,,
8096,,0.6139,
8097,,,
8098,,,
8099,,2.137,
8100,,0.7874,0.033
8101,,1.0919,
8102,,,
8103,,,
8104,,,
8105,,,
8106,1.2445,1.1899,
8107,,,
8108,,,
8109,,,
8110,,,
8111,2.2727,1.7756,
8112,3.7989,2.0924,
8113,,,
8114,,,
8115,,,
8116,,,
8117,,,
8118,4.0369,2.0405,
8119,,,
8120,,,
8121,,,
8122,,,
8123,,,
8124,1.0007,0.6149,0.274
8125,3.5618,2.1922,
8126,,2.9744,
8127,,,
8128,,,
8129,,,
8130,,,
8131,,,
8132,,,
8133,2.356,1.002,
8134,,,
8135,2.2971,1.5562,
8136,,,
8137,,,
8138,,,
8139,,,
8140,,,
8141,,,
8142,,,
8143,0.792,0.6664,0.051
8144,,,
8145,,,
8146,,,
8147,,,
8148,,,
8149,,0.3871,
8150,,1.0002,
8151,1.916,0.6842,0.006999999999999999
8152,2.6269,2.1273,
8153,4.785,2.7482,
8154,,,
8155,,,
8156,,,
8157,,,
8158,,4.4418,
8159,,,
8160,,,
8161,,,
8162,,,
8163,,,
8164,,,
8165,,,
8166,,,
8167,,,
8168,,,
8169,,,
8170,3.6516,2.053,
8171,,,
8172,,1.5974,
8173,,2.1899,
8174,0.4448,0.2284,2.075
8175,0.8358,0.5763,0.024
8176,,0.5379,2.484
8177,,,
8178,,,
8179,,,
8180,0.6795,0.2528,2.036
8181,,,
8182,,,
8183,,,
8184,,,
8185,,,
8186,,,
8187,,,
8188,,0.5039,0.217
8189,,,
8190,,,
8191,,,
8192,,,
8193,,,
8194,,,
8195,,0.5227,
8196,,,
8197,,,
8198,,,
8199,,,
8200,,,
8201,,,
8202,,,
8203,,0.5928,0.249
8204,,,
8205,,,
8206,,,
8207,,,
8208,,,
8209,6.4281,5.2077,
8210,5.2054,4.6064,
8211,,,
8212,,,
8213,,,
8214,,,
8215,,,
8216,,,
8217,,,
8218,,,
8219,,,
8220,,0.0097,
8221,,,
8222,,,
8223,,,
8224,,2.4797,
8225,,,
8226,,,
8227,3.3948,2.7497,
8228,1.7994,1.6019999999999999,
8229,,,
8230,,,
8231,,,
8232,,,
8233,1.6041,1.3515,
8234,,,
8235,,1.7458,
8236,,,
8237,3.5145,3.7304,
8238,,,
8239,,,
8240,,,
8241,,,
8242,,,
8243,0.8498,0.4558,0.106
8244,,,
8245,,,
8246,,,
8247,5.0894,3.5823,
8248,,,
8249,,,
8250,,2.6548,
8251,,,
8252,,,
8253,,,
8254,,0.8299,
8255,,5.4141,
8256,,,
8257,,,
8258,,,
8259,,,
8260,,,
8261,4.4839,2.0012,
8262,,0.4475,
8263,,,
8264,,,
8265,1.6246,1.0556,
8266,3.3095,2.5511,
8267,3.4906,2.3258,
8268,,3.0066,
8269,2.1041,1.5611,
8270,,,
8271,5.0716,3.2076,
8272,,,
8273,,,
8274,,,
8275,,,
8276,,,
8277,,,
8278,,,
8279,0.9382,1.0923,
8280,,,
8281,,,
8282,,,
8283,,,
8284,,,
8285,1.5779,1.1396,
8286,,,
8287,,,
8288,,,
8289,,4.0228,
8290,5.0304,4.0416,
8291,,,
8292,,0.982,
8293,,,
8294,,,
8295,,,
8296,3.2430000000000003,2.9961,
8297,,,
8298,,,
8299,,,
8300,,,
8301,,,
8302,4.1825,2.7654,
8303,,,
8304,,,
8305,,,
8306,,,
8307,,,
8308,1.867,0.9228,
8309,,,
8310,,,
8311,,,
8312,,,
8313,,,
8314,,,
8315,3.955,2.6835,
8316,,,
8317,,,
8318,,,
8319,,,
8320,,,
8321,,,
8322,,,
8323,,,
8324,,,
8325,3.8036,3.3082,
8326,,,
8327,4.857,3.7718,
8328,,,
8329,,0.4994,0.006999999999999999
8330,3.2735,1.6280000000000001,
8331,4.1532,2.6293,
8332,,,
8333,,,
8334,,,
8335,,1.3077,
8336,,,
8337,,,
8338,,,
8339,,,
8340,,,
8341,,,
8342,,,
8343,4.3738,3.4465,
8344,,,
8345,,,
8346,6.2375,4.4785,
8347,,,
8348,,,
8349,,,
8350,,,
8351,7.0219,5.2537,
8352,,,
8353,,,
8354,,,
8355,,5.1861,
8356,,,
8357,,,
8358,,,
8359,5.0715,4.3009,
8360,,,
8361,,,
8362,,,
8363,,,
8364,,,
8365,2.0093,1.777,
8366,,3.1587,
8367,,,
8368,,,
8369,,,
8370,,,
8371,,0.9183,
8372,,,
8373,,,
8374,,1.1612,
8375,,0.8243,
8376,,,
8377,2.4399,1.0161,
8378,,,
8379,,0.1783,
8380,,,
8381,,,
8382,,,
8383,,,
8384,,,
8385,,,
8386,,,
8387,3.5862,2.6728,
8388,,,
8389,,2.7574,
8390,,,
8391,,,
8392,,2.1698,
8393,,,
8394,6.9897,5.4355,
8395,,,
8396,,,
8397,,,
8398,,,
8399,,,
8400,,,
8401,3.3121,2.458,
8402,,,
8403,,,
8404,,,
8405,,,
8406,,,
8407,,1.9267,
8408,5.6497,4.2731,
8409,5.8006,4.4641,
8410,,,
8411,,,
8412,,,
8413,,,
8414,,,
8415,,,
8416,,,
8417,,,
8418,,0.9001,
8419,,,
8420,,,
8421,2.7527,1.2309999999999999,
8422,,,
8423,,,
8424,,,
8425,,,
8426,,,
8427,,,
8428,,,
8429,,,
8430,,,
8431,,,
8432,,,
8433,,,
8434,,4.3656,
8435,,,
8436,,,
8437,3.8676,2.6673,
8438,3.2853,2.3568,
8439,,,
8440,,,
8441,,,
8442,,,
8443,,,
8444,,,
8445,,,
8446,,,
8447,,,
8448,3.3056,2.6985,
8449,3.7211,2.7637,
8450,,0.7753,
8451,,0.7758,
8452,,4.4147,
8453,5.2005,4.2765,
8454,,,
8455,,,
8456,,,
8457,2.8522,2.0429,
8458,1.9966,1.3966,
8459,,,
8460,,1.6043,
8461,3.5681,2.4442,
8462,,,
8463,,,
8464,4.9141,3.7351,
8465,,,
8466,,,
8467,,,
8468,,1.8649,
8469,,0.857,
8470,3.0688,2.255,
8471,,,
8472,,,
8473,,2.3744,
8474,,,
8475,,,
8476,1.7407,0.7273,
8477,,,
8478,,,
8479,,,
8480,,0.4991,0.018000000000000002
8481,,,
8482,,,
8483,,,
8484,,,
8485,,,
8486,,,
8487,,,
8488,,,
8489,1.8242,1.2789,
8490,,0.2919,
8491,,,
8492,,,
8493,,,
8494,,,
8495,,,
8496,,,
8497,,,
8498,,,
8499,,,
8500,,,
8501,,,
8502,,,
8503,,,
8504,,,
8505,,2.9768,
8506,,,
8507,,,
8508,,,
8509,,,
8510,,,
8511,,,
8512,,,
8513,,,
8514,3.759,3.017,
8515,,,
8516,,,
8517,,,
8518,,,
8519,,,
8520,1.4509999999999998,1.0366,
8521,,,
8522,,,
8523,,,
8524,2.8524,2.0672,
8525,,1.3679,
8526,1.2201,0.9986,
8527,,,
8528,,,
8529,,,
8530,6.0326,3.9204,
8531,4.5019,2.9819,
8532,2.9241,1.9711,
8533,,,
8534,,,
8535,,,
8536,,,
8537,,,
8538,3.9761,2.5541,
8539,0.4838,0.4786,
8540,,,
8541,6.3611,3.319,
8542,,,
8543,,,
8544,,,
8545,,,
8546,,,
8547,,,
8548,,,
8549,3.4185,1.8502,
8550,,,
8551,3.3086,2.0022,
8552,,,
8553,,,
8554,,,
8555,,,
8556,,,
8557,2.0029,1.3929,
8558,,,
8559,,,
8560,,,
8561,0.765,0.2199,0.179
8562,,,
8563,,,
8564,,,
8565,,,
8566,,,
8567,,,
8568,,2.4439,
8569,,,
8570,1.1673,0.7897,
8571,,,
8572,,,
8573,,,
8574,,,
8575,,,
8576,,,
8577,,,
8578,,,
8579,,,
8580,0.5032,0.5509,0.039
8581,,,
8582,1.2337,0.9513,
8583,,,
8584,,,
8585,4.7971,3.6042,
8586,,,
8587,1.3548,0.5347,0.013
8588,,,
8589,,,
8590,,,
8591,,,
8592,,,
8593,,,
8594,,,
8595,2.3072,1.5038,
8596,,,
8597,,,
8598,2.5619,2.0908,
8599,1.9079,1.4715,
8600,,,
8601,,,
8602,,,
8603,,,
8604,,,
8605,,,
8606,,,
8607,,,
8608,,,
8609,,,
8610,,,
8611,,,
8612,,,
8613,,,
8614,,,
8615,,,
8616,,,
8617,,,
8618,,,
8619,,,
8620,0.1362,0.2556,
8621,,,
8622,,,
8623,,,
8624,,,
8625,,,
8626,,,
8627,2.3259,1.6517,
8628,,,
8629,,,
8630,,,
8631,,,
8632,,,
8633,,,
8634,,,
8635,,,
8636,,,
8637,,,
8638,,,
8639,,,
8640,,,
8641,4.5232,3.0339,
8642,,,
8643,1.5663,1.4218,
8644,,,
8645,,1.1622,
8646,,,
8647,3.5285,2.5794,
8648,,,
8649,,,
8650,,,
8651,,,
8652,,,
8653,,1.4236,
8654,,,
8655,,,
8656,,,
8657,,,
8658,,,
8659,,,
8660,,,
8661,,1.4005,
8662,,,
8663,,,
8664,,,
8665,,,
8666,,,
8667,,,
8668,,,
8669,,,
8670,,,
8671,,,
8672,,,
8673,,,
8674,,,
8675,,,
8676,,,
8677,,,
8678,,,
8679,,,
8680,6.0576,5.1734,
8681,2.7661,2.6054,
8682,3.5739,2.226,
8683,,,
8684,,,
8685,,,
8686,,,
8687,,,
8688,,0.6184,2.09
8689,,5.9881,
8690,,,
8691,,,
8692,,,
8693,,,
8694,1.03,0.9859,
8695,1.0638,0.8752,
8696,0.259,0.3898,0.015
8697,3.2637,1.7246,
8698,,,
8699,,,
8700,,0.5419,0.43
8701,,,
8702,,,
8703,,,
8704,,0.2511,2.0380000000000003
8705,,,
8706,,,
8707,,,
8708,,,
8709,,,
8710,,,
8711,,0.9542,
8712,,,
8713,,0.7676,
8714,,,
8715,,,
8716,,,
8717,,,
8718,,2.3849,
8719,,,
8720,,,
8721,2.3914,1.2759,
8722,,,
8723,,,
8724,,,
8725,,,
8726,,,
8727,,,
8728,,,
8729,,,
8730,,,
8731,,,
8732,,,
8733,,,
8734,,,
8735,,,
8736,,,
8737,,,
8738,,,
8739,,0.3731,
8740,,6.178,
8741,,,
8742,,,
8743,,,
8744,0.0077,0.9291,
8745,,,
8746,,,
8747,,,
8748,,,
8749,,,
8750,,,
8751,,,
8752,,,
8753,,,
8754,,,
8755,,,
8756,,,
8757,,,
8758,,,
8759,,,
8760,,,
8761,,,
8762,,,
8763,,,
8764,,,
8765,,,
8766,,,
8767,,,
8768,,,
8769,,,
8770,,,
8771,,,
8772,,,
8773,,,
8774,,,
8775,,,
8776,,,
8777,,,
8778,,,
8779,,,
8780,,,
8781,,,
8782,,,
8783,,,
8784,,,
8785,,,
8786,,,
8787,,,
8788,,,
8789,,,
8790,,,
8791,,,
8792,,,
8793,,,
8794,,,
8795,,,
8796,2.4722,1.5513,
8797,,,
8798,,,
8799,,,
8800,,,
8801,,,
8802,,,
8803,,,
8804,,,
8805,,,
8806,,,
8807,,,
8808,,,
8809,,,
8810,,,
8811,,,
8812,,,
8813,,,
8814,,,
8815,,,
8816,,,
8817,,,
8818,,,
8819,,,
8820,,,
8821,,,
8822,1.8877,0.9314,
8823,,,
8824,,,
8825,,2.0171,
8826,,,
8827,,2.0008,
8828,,,
8829,,,
8830,,,
8831,3.1242,1.8518,
8832,,,
8833,,,
8834,,,
8835,,,
8836,,,
8837,,,
8838,,,
8839,,,
8840,,,
8841,,,
8842,,,
8843,,,
8844,,,
8845,,,
8846,,,
8847,,,
8848,,,
8849,,,
8850,,,
8851,,,
8852,,,
8853,,,
8854,,,
8855,,,
8856,,,
8857,2.7110000000000003,1.2308,
8858,,,
8859,,,
8860,,1.5907,
8861,,,
8862,,,
8863,,,
8864,,,
8865,,,
8866,,,
8867,,,
8868,,,
8869,,,
8870,,,
8871,,,
8872,,,
8873,,,
8874,,,
8875,,,
8876,,,
8877,,,
8878,,,
8879,,,
8880,,3.6991,
8881,,,
8882,,,
8883,,,
8884,,,
8885,,,
8886,,,
8887,,,
8888,,,
8889,,,
8890,,,
8891,,,
8892,,,
8893,,,
8894,,,
8895,,,
8896,,,
8897,,,
8898,,,
8899,,,
8900,,,
8901,,,
8902,,,
8903,,,
8904,,,
8905,,,
8906,,,
8907,,,
8908,,,
8909,,,
8910,,,
8911,,,
8912,,,
8913,,,
8914,,,
8915,,,
8916,,,
8917,,,
8918,,,
8919,,,
8920,,,
8921,,,
8922,,,
8923,,,
8924,,,
8925,,,
8926,,,
8927,,,
8928,,,
8929,,,
8930,,,
8931,,,
8932,,,
8933,,,
8934,,,
8935,,,
8936,,,
8937,0.4203,0.3691,0.016
8938,,,
8939,,,
8940,,,
8941,,,
8942,,,
8943,,,
8944,,,
8945,,,
8946,,,
8947,,,
8948,,,
8949,,,
8950,,,
8951,,,
8952,,,
8953,2.6464,1.5044,
8954,,,
8955,,,
8956,1.7743,1.2023,
8957,,,
8958,,,
8959,,,
8960,,,
8961,,,
8962,,,
8963,,,
8964,,,
8965,,,
8966,,,
8967,,,
8968,,,
8969,,,
8970,,,
8971,,,
8972,,,
8973,,,
8974,,,
8975,,,
8976,,,
8977,,,
8978,,,
8979,,,
8980,,,
8981,,,
8982,,,
8983,,,
8984,,,
8985,,,
8986,,,
8987,,,
8988,,,
8989,,,
8990,,,
8991,,,
8992,,,
8993,,,
8994,,,
8995,,,
8996,,,
8997,,,
8998,,,
8999,,,
9000,,,
9001,,,
9002,,,
9003,,,
9004,,,
9005,,,
9006,,,
9007,,,
9008,,,
9009,,,
9010,,,
9011,,,
9012,,,
9013,,,
9014,,1.7655,
9015,,,
9016,,,
9017,,,
9018,,0.9626,
9019,,,
9020,,,
9021,,,
9022,,,
9023,,,
9024,,,
9025,,,
9026,,,
9027,,,
9028,,,
9029,,,
9030,,,
9031,,,
9032,,,
9033,,,
9034,,,
9035,,,
9036,,,
9037,,,
9038,,,
9039,,,
9040,,,
9041,,,
9042,,,
9043,,,
9044,,,
9045,,,
9046,,,
9047,,,
9048,,,
9049,,,
9050,,,
9051,,,
9052,,,
9053,,,
9054,,,
9055,,,
9056,,,
9057,,,
9058,,,
9059,,,
9060,,,
9061,,,
9062,,,
9063,,,
9064,,,
9065,,,
9066,,,
9067,,,
9068,,,
9069,,,
9070,,,
9071,,2.6356,
9072,,,
9073,,,
9074,,,
9075,,,
9076,,,
9077,,,
9078,,,
9079,,,
9080,,,
9081,,2.6878,
9082,,,
9083,,,
9084,2.3907,1.8934,
9085,,,
9086,,,
9087,3.7728,3.1714,
9088,,,
9089,,,
9090,,,
9091,,,
9092,,,
9093,,,
9094,,,
9095,,,
9096,,,
9097,,,
9098,,,
9099,,,
9100,,,
9101,,0.67,
9102,,,
9103,,,
9104,,,
9105,,,
9106,,,
9107,,,
9108,,,
9109,,,
9110,,,
9111,,,
9112,,,
9113,,,
9114,,,
9115,,,
9116,,,
9117,,,
9118,,,
9119,1.7464,1.389,
9120,,,
9121,,,
9122,,,
9123,,,
9124,,2.6591,
9125,,,
9126,,,
9127,,1.0478,
9128,,,
9129,,,
9130,,,
9131,,0.08199999999999999,
9132,,1.995,
9133,,,
9134,,,
9135,,,
9136,,,
9137,,,
9138,,,
9139,,,
9140,,,
9141,,,
9142,,,
9143,,,
9144,,,
9145,,,
9146,,,
9147,,,
9148,,,
9149,,,
9150,,,
9151,,,
9152,,,
9153,,,
9154,,,
9155,,,
9156,,,
9157,,,
9158,,,
9159,,,
9160,,,
9161,,,
9162,,,
9163,,,
9164,1.556,1.4642,
9165,,,
9166,,,
9167,,,
9168,,,
9169,,,
9170,,,
9171,,,
9172,,,
9173,,,
9174,,,
9175,,,
9176,,,
9177,,,
9178,,,
9179,,,
9180,,,
9181,,,
9182,,,
9183,,3.5413,
9184,,3.5141,
9185,,,
9186,,3.6539,
9187,,2.8735,
9188,,,
9189,,,
9190,,,
9191,,,
9192,,,
9193,,,
9194,,,
9195,,,
9196,,,
9197,,,
9198,,,
9199,,,
9200,,,
9201,2.4594,2.0725,
9202,,,
9203,,,
9204,,,
9205,,,
9206,,,
9207,,,
9208,,,
9209,,,
9210,,,
9211,,,
9212,,,
9213,,,
9214,,,
9215,,,
9216,,,
9217,,,
9218,,,
9219,,,
9220,,,
9221,,,
9222,,,
9223,,,
9224,,,
9225,,,
9226,,,
9227,,,
9228,,,
9229,,,
9230,,,
9231,,,
9232,,2.6992,
9233,,,
9234,,,
9235,,2.2571,
9236,,,
9237,,,
9238,,,
9239,,,
9240,,,
9241,,,
9242,,,
9243,,,
9244,,,
9245,,,
9246,,,
9247,,,
9248,,,
9249,,,
9250,,,
9251,,,
9252,,,
9253,,,
9254,,,
9255,,,
9256,,,
9257,,,
9258,,,
9259,,,
9260,,,
9261,,,
9262,,,
9263,,,
9264,,,
9265,,,
9266,,,
9267,,,
9268,,,
9269,,,
9270,,,
9271,,,
9272,,3.9603,
9273,,,
9274,,,
9275,,,
9276,,,
9277,,,
9278,,0.4446,0.3
9279,,,
9280,,,
9281,,,
9282,,,
9283,,,
9284,,2.056,
9285,,,
9286,,,
9287,,,
9288,,,
9289,,,
9290,,,
9291,,,
9292,,4.0465,
9293,,,
9294,,,
9295,,,
9296,,,
9297,1.6269,1.224,
9298,,,
9299,,,
9300,,,
9301,2.4688,2.1895,
9302,,,
9303,,,
9304,,,
9305,,,
9306,,,
9307,,4.1201,
9308,,1.1574,
9309,,0.9056,
9310,,,
9311,,,
9312,,,
9313,,,
9314,,,
9315,0.9484,0.8845,
9316,,,
9317,,,
9318,,,
9319,,,
9320,,,
9321,,,
9322,,1.7279,
9323,,,
9324,,,
9325,,,
9326,,4.7547,
9327,,,
9328,,,
9329,,,
9330,,,
9331,,,
9332,,,
9333,,,
9334,,1.7951,
9335,,,
9336,,2.4018,
9337,3.9477,3.3492,
9338,,,
9339,,,
9340,,,
9341,,,
9342,,2.5838,
9343,,,
9344,,,
9345,,,
9346,,,
9347,,,
9348,,,
9349,,0.6662,
9350,,,
9351,,,
9352,,,
9353,,,
9354,,,
9355,,,
9356,,,
9357,,,
9358,,,
9359,,,
9360,,,
9361,,,
9362,,,
9363,,5.1237,
9364,,0.9136,
9365,,,
9366,,,
9367,,,
9368,,,
9369,,,
9370,,,
9371,,,
9372,,,
9373,,,
9374,,,
9375,,,
9376,,,
9377,,,
9378,,,
9379,,,
9380,,,
9381,,,
9382,,,
9383,,,
9384,,3.7664,
9385,,,
9386,,,
9387,,,
9388,,,
9389,,,
9390,,,
9391,,,
9392,,,
9393,,,
9394,,,
9395,,,
9396,,,
9397,,,
9398,,,
9399,,,
9400,,,
9401,,,
9402,,,
9403,,,
9404,,,
9405,,,
9406,,,
9407,,,
9408,,,
9409,,,
9410,,,
9411,,,
9412,,,
9413,,2.4642,
9414,,,
9415,,,
9416,,,
9417,,,
9418,,,
9419,,,
9420,,,
9421,,,
9422,,,
9423,,,
9424,,,
9425,,,
9426,,,
9427,,,
9428,,,
9429,,,
9430,,,
9431,,,
9432,,,
9433,,,
9434,,,
9435,,,
9436,,,
9437,,,
9438,,,
9439,,,
9440,,,
9441,,,
9442,,0.3992,0.319
9443,,,
9444,,,
9445,,,
9446,,,
9447,,,
9448,,,
9449,,,
9450,,,
9451,,,
9452,,,
9453,,,
9454,,,
9455,,,
9456,,,
9457,,,
9458,,,
9459,,,
9460,,,
9461,,1.0694,
9462,,,
9463,,,
9464,,,
9465,,,
9466,,,
9467,,,
9468,,,
9469,,,
9470,,,
9471,,,
9472,,,
9473,,,
9474,,,
9475,,,
9476,,,
9477,,,
9478,,,
9479,,,
9480,1.3407,0.9122,
9481,,,
9482,,,
9483,,,
9484,,,
9485,,,
9486,,,
9487,,,
9488,4.5756,2.8907,
9489,,,
9490,,,
9491,,,
9492,,,
9493,,,
9494,,,
9495,,,
9496,,,
9497,2.3518,1.9619,
9498,,,
9499,,,
9500,,,
9501,,,
9502,,,
9503,,,
9504,,,
9505,,,
9506,,,
9507,,,
9508,,,
9509,,0.1165,
9510,,,
9511,,,
9512,,,
9513,,,
9514,,,
9515,,,
9516,,,
9517,,,
9518,,,
9519,,,
9520,,1.1589,
9521,,,
9522,,,
9523,,,
9524,,,
9525,,,
9526,,,
9527,,,
9528,,,
9529,,7.3044,
9530,,0.5887,0.215
9531,,,
9532,,,
9533,,0.1598,
9534,,,
9535,,,
9536,,,
9537,,,
9538,,0.3189,2.0980000000000003
9539,,,
9540,,,
9541,,,
9542,,,
9543,,,
9544,,,
9545,,,
9546,,,
9547,,,
9548,,,
9549,,,
9550,,,
9551,,,
9552,,,
9553,,,
9554,,,
9555,,,
9556,,,
9557,,,
9558,3.022,2.2124,
9559,,1.4702,
9560,,,
9561,,,
9562,,,
9563,,,
9564,,,
9565,,,
9566,,,
9567,,,
9568,,,
9569,,,
9570,,,
9571,,,
9572,,,
9573,,,
9574,,,
9575,,,
9576,,,
9577,,,
9578,,,
9579,,,
9580,,,
9581,5.7682,3.3678,
9582,,,
9583,,,
9584,,,
9585,,,
9586,,,
9587,,,
9588,,,
9589,,,
9590,,,
9591,,,
9592,,,
9593,,,
9594,,,
9595,,,
9596,,,
9597,,,
9598,,,
9599,,,
9600,,,
9601,,,
9602,,,
9603,,,
9604,,,
9605,,,
9606,,,
9607,,,
9608,,,
9609,,,
9610,,,
9611,,,
9612,,,
9613,,,
9614,,,
9615,,,
9616,,,
9617,,,
9618,,,
9619,,,
9620,,,
9621,,,
9622,,,
9623,,,
9624,,,
9625,,,
9626,,,
9627,,,
9628,,,
9629,,,
9630,,,
9631,,,
9632,,,
9633,,,
9634,,,
9635,,,
9636,,,
9637,,,
9638,,,
9639,,,
9640,,,
9641,,,
9642,,,
9643,,,
9644,,,
9645,,,
9646,,,
9647,,,
9648,,,
9649,,,
9650,,,
9651,,,
9652,,,
9653,,,
9654,,,
9655,,,
9656,,,
9657,,,
9658,,,
9659,,,
9660,,,
9661,,,
9662,,,
9663,,,
9664,,,
9665,,,
9666,,,
9667,,,
9668,,,
9669,,,
9670,,,
9671,,,
9672,,,
9673,,,
9674,,,
9675,,,
9676,,,
9677,,5.2049,
9678,,,
9679,,,
9680,,,
9681,,,
9682,,,
9683,,0.4718,
9684,,,
9685,,,
9686,,,
9687,,,
9688,,,
9689,,,
9690,,,
9691,,,
9692,,,
9693,,,
9694,,,
9695,,,
9696,,,
9697,,,
9698,,,
9699,,,
9700,,,
9701,,,
9702,,,
9703,,,
9704,,,
9705,,,
9706,,,
9707,,,
9708,,,
9709,,,
9710,,,
9711,,,
9712,,,
9713,,,
9714,,,
9715,,,
9716,,,
9717,,,
9718,,,
9719,,,
9720,,,
9721,,,
9722,,,
9723,,,
9724,,,
9725,,,
9726,,,
9727,,,
9728,,,
9729,,,
9730,,,
9731,,,
9732,,,
9733,,,
9734,,,
9735,,,
9736,,,
9737,,,
9738,,2.5932,
9739,,,
9740,,,
9741,,,
9742,,,
9743,,,
9744,,1.7653,
9745,,1.6706,
9746,,,
9747,,1.5011,
9748,,0.9182,
9749,,,
9750,,,
9751,,,
9752,,,
9753,,,
9754,,,
9755,,,
9756,,,
9757,,,
9758,,,
9759,,,
9760,14.7017,1.4659,
9761,,,
9762,,,
9763,,,
9764,,,
9765,,,
9766,,,
9767,,1.1162,
9768,,,
9769,,,
9770,,,
9771,,,
9772,,,
9773,,,
9774,,,
9775,,,
9776,,,
9777,,,
9778,,,
9779,,,
9780,,,
9781,,,
9782,,4.0621,
9783,,,
9784,,,
9785,,,
9786,,0.5999,
9787,,,
9788,,,
9789,,,
